Namespace(ANNEAL=0.5, BATCH=32, EMBED=20, EMPTY_CUDA_MEMORY=False, ENC_METHOD='pe', FIX_STORY=50, LR=0.01, LS=False, PRINT_EVERY=1, ROOT='./data/QA_bAbI_tasks/en-valid-10k/', SAVE_BEST=True, SAVE_MODEL=True, SAVE_PATH='./saved_models/adjacent/pe_te/task8.model', STEP=100, TASK=8, TEMPROAL=True, THRES=5, USE_CUDA=True, W_STYLE='adjacent')
----------------------------------------
[1/100] (train) loss 46.4186 | (valid) loss 30.2230
[2/100] (train) loss 27.8081 | (valid) loss 23.2557
[3/100] (train) loss 20.3716 | (valid) loss 15.0856
[4/100] (train) loss 13.4183 | (valid) loss 10.0511
[5/100] (train) loss 9.4339 | (valid) loss 7.3275
[6/100] (train) loss 7.1882 | (valid) loss 5.3844
[7/100] (train) loss 5.7524 | (valid) loss 4.5617
[8/100] (train) loss 4.6125 | (valid) loss 3.7876
[9/100] (train) loss 3.8098 | (valid) loss 3.3397
[10/100] (train) loss 3.4952 | (valid) loss 2.9098
[11/100] (train) loss 3.0575 | (valid) loss 2.6731
[12/100] (train) loss 2.6980 | (valid) loss 2.5898
[13/100] (train) loss 2.3547 | (valid) loss 2.2216
[14/100] (train) loss 2.2435 | (valid) loss 2.2055
[15/100] (train) loss 2.1473 | (valid) loss 1.8373
[16/100] (train) loss 1.9390 | (valid) loss 1.9327
[17/100] (train) loss 1.8531 | (valid) loss 1.4632
[18/100] (train) loss 1.6176 | (valid) loss 1.5064
[19/100] (train) loss 1.5661 | (valid) loss 1.3829
[20/100] (train) loss 1.4199 | (valid) loss 1.3364
[21/100] (train) loss 1.5157 | (valid) loss 1.4087
[22/100] (train) loss 1.6884 | (valid) loss 1.3387
[23/100] (train) loss 1.4651 | (valid) loss 1.3346
[24/100] (train) loss 1.3405 | (valid) loss 1.1788
[25/100] (train) loss 1.2243 | (valid) loss 1.3373
[26/100] (train) loss 1.0296 | (valid) loss 0.7175
[27/100] (train) loss 0.7224 | (valid) loss 0.6341
[28/100] (train) loss 0.6599 | (valid) loss 0.5963
[29/100] (train) loss 0.6207 | (valid) loss 0.5479
[30/100] (train) loss 0.5757 | (valid) loss 0.5236
[31/100] (train) loss 0.5537 | (valid) loss 0.4982
[32/100] (train) loss 0.5235 | (valid) loss 0.4822
[33/100] (train) loss 0.5042 | (valid) loss 0.4551
[34/100] (train) loss 0.4790 | (valid) loss 0.4404
[35/100] (train) loss 0.4621 | (valid) loss 0.4212
[36/100] (train) loss 0.4430 | (valid) loss 0.4068
[37/100] (train) loss 0.4279 | (valid) loss 0.3915
[38/100] (train) loss 0.4108 | (valid) loss 0.3757
[39/100] (train) loss 0.3964 | (valid) loss 0.3609
[40/100] (train) loss 0.3803 | (valid) loss 0.3457
[41/100] (train) loss 0.3665 | (valid) loss 0.3319
[42/100] (train) loss 0.3508 | (valid) loss 0.3203
[43/100] (train) loss 0.3396 | (valid) loss 0.3098
[44/100] (train) loss 0.3270 | (valid) loss 0.2992
[45/100] (train) loss 0.3164 | (valid) loss 0.2899
[46/100] (train) loss 0.3058 | (valid) loss 0.2802
[47/100] (train) loss 0.2962 | (valid) loss 0.2716
[48/100] (train) loss 0.2868 | (valid) loss 0.2631
[49/100] (train) loss 0.2781 | (valid) loss 0.2553
[50/100] (train) loss 0.2697 | (valid) loss 0.2478
[51/100] (train) loss 0.2527 | (valid) loss 0.2391
[52/100] (train) loss 0.2472 | (valid) loss 0.2350
[53/100] (train) loss 0.2431 | (valid) loss 0.2314
[54/100] (train) loss 0.2395 | (valid) loss 0.2281
[55/100] (train) loss 0.2361 | (valid) loss 0.2249
[56/100] (train) loss 0.2329 | (valid) loss 0.2218
[57/100] (train) loss 0.2297 | (valid) loss 0.2189
[58/100] (train) loss 0.2267 | (valid) loss 0.2160
[59/100] (train) loss 0.2237 | (valid) loss 0.2132
[60/100] (train) loss 0.2208 | (valid) loss 0.2104
[61/100] (train) loss 0.2179 | (valid) loss 0.2078
[62/100] (train) loss 0.2152 | (valid) loss 0.2052
[63/100] (train) loss 0.2125 | (valid) loss 0.2026
[64/100] (train) loss 0.2098 | (valid) loss 0.2002
[65/100] (train) loss 0.2073 | (valid) loss 0.1977
[66/100] (train) loss 0.2047 | (valid) loss 0.1954
[67/100] (train) loss 0.2023 | (valid) loss 0.1930
[68/100] (train) loss 0.1998 | (valid) loss 0.1907
[69/100] (train) loss 0.1974 | (valid) loss 0.1885
[70/100] (train) loss 0.1951 | (valid) loss 0.1863
[71/100] (train) loss 0.1928 | (valid) loss 0.1842
[72/100] (train) loss 0.1906 | (valid) loss 0.1821
[73/100] (train) loss 0.1884 | (valid) loss 0.1800
[74/100] (train) loss 0.1862 | (valid) loss 0.1780
[75/100] (train) loss 0.1841 | (valid) loss 0.1760
[76/100] (train) loss 0.1789 | (valid) loss 0.1746
[77/100] (train) loss 0.1777 | (valid) loss 0.1735
[78/100] (train) loss 0.1766 | (valid) loss 0.1725
[79/100] (train) loss 0.1756 | (valid) loss 0.1715
[80/100] (train) loss 0.1746 | (valid) loss 0.1705
[81/100] (train) loss 0.1736 | (valid) loss 0.1696
[82/100] (train) loss 0.1726 | (valid) loss 0.1686
[83/100] (train) loss 0.1717 | (valid) loss 0.1677
[84/100] (train) loss 0.1707 | (valid) loss 0.1668
[85/100] (train) loss 0.1698 | (valid) loss 0.1659
[86/100] (train) loss 0.1689 | (valid) loss 0.1650
[87/100] (train) loss 0.1680 | (valid) loss 0.1642
[88/100] (train) loss 0.1671 | (valid) loss 0.1633
[89/100] (train) loss 0.1662 | (valid) loss 0.1624
[90/100] (train) loss 0.1653 | (valid) loss 0.1616
[91/100] (train) loss 0.1645 | (valid) loss 0.1607
[92/100] (train) loss 0.1636 | (valid) loss 0.1599
[93/100] (train) loss 0.1627 | (valid) loss 0.1590
[94/100] (train) loss 0.1619 | (valid) loss 0.1582
[95/100] (train) loss 0.1610 | (valid) loss 0.1574
[96/100] (train) loss 0.1602 | (valid) loss 0.1566
[97/100] (train) loss 0.1594 | (valid) loss 0.1558
[98/100] (train) loss 0.1586 | (valid) loss 0.1550
[99/100] (train) loss 0.1577 | (valid) loss 0.1542
[100/100] (train) loss 0.1569 | (valid) loss 0.1534

Training Excution time with validation: 0 h 8 m 19.6650 s
