Namespace(ANNEAL=0.5, BATCH=32, EMBED=20, EMPTY_CUDA_MEMORY=False, ENC_METHOD='pe', FIX_STORY=50, LR=0.01, LS=False, PRINT_EVERY=1, ROOT='./data/QA_bAbI_tasks/en-valid-10k/', SAVE_BEST=True, SAVE_MODEL=True, SAVE_PATH='./saved_models/adjacent/pe_te/task15.model', STEP=100, TASK=15, TEMPROAL=True, THRES=5, USE_CUDA=True, W_STYLE='adjacent')
----------------------------------------
[1/100] (train) loss 41.6727 | (valid) loss 35.1075
[2/100] (train) loss 32.9626 | (valid) loss 32.2471
[3/100] (train) loss 31.1767 | (valid) loss 30.4596
[4/100] (train) loss 30.3918 | (valid) loss 29.6767
[5/100] (train) loss 29.9770 | (valid) loss 29.3006
[6/100] (train) loss 29.6445 | (valid) loss 29.0491
[7/100] (train) loss 29.2805 | (valid) loss 28.8220
[8/100] (train) loss 28.7774 | (valid) loss 28.5563
[9/100] (train) loss 28.0459 | (valid) loss 28.1095
[10/100] (train) loss 26.6764 | (valid) loss 26.0200
[11/100] (train) loss 15.5148 | (valid) loss 0.6728
[12/100] (train) loss 0.1896 | (valid) loss 0.0559
[13/100] (train) loss 0.0378 | (valid) loss 0.0266
[14/100] (train) loss 0.0220 | (valid) loss 0.0179
[15/100] (train) loss 0.0156 | (valid) loss 0.0134
[16/100] (train) loss 0.0121 | (valid) loss 0.0107
[17/100] (train) loss 0.0098 | (valid) loss 0.0089
[18/100] (train) loss 0.0083 | (valid) loss 0.0076
[19/100] (train) loss 0.0071 | (valid) loss 0.0066
[20/100] (train) loss 0.0063 | (valid) loss 0.0059
[21/100] (train) loss 0.0056 | (valid) loss 0.0053
[22/100] (train) loss 0.0050 | (valid) loss 0.0048
[23/100] (train) loss 0.0046 | (valid) loss 0.0044
[24/100] (train) loss 0.0042 | (valid) loss 0.0040
[25/100] (train) loss 0.0039 | (valid) loss 0.0037
[26/100] (train) loss 0.0036 | (valid) loss 0.0036
[27/100] (train) loss 0.0035 | (valid) loss 0.0034
[28/100] (train) loss 0.0034 | (valid) loss 0.0033
[29/100] (train) loss 0.0033 | (valid) loss 0.0032
[30/100] (train) loss 0.0032 | (valid) loss 0.0031
[31/100] (train) loss 0.0031 | (valid) loss 0.0030
[32/100] (train) loss 0.0030 | (valid) loss 0.0029
[33/100] (train) loss 0.0029 | (valid) loss 0.0028
[34/100] (train) loss 0.0028 | (valid) loss 0.0028
[35/100] (train) loss 0.0027 | (valid) loss 0.0027
[36/100] (train) loss 0.0027 | (valid) loss 0.0026
[37/100] (train) loss 0.0026 | (valid) loss 0.0025
[38/100] (train) loss 0.0025 | (valid) loss 0.0025
[39/100] (train) loss 0.0025 | (valid) loss 0.0024
[40/100] (train) loss 0.0024 | (valid) loss 0.0024
[41/100] (train) loss 0.0023 | (valid) loss 0.0023
[42/100] (train) loss 0.0023 | (valid) loss 0.0022
[43/100] (train) loss 0.0022 | (valid) loss 0.0022
[44/100] (train) loss 0.0022 | (valid) loss 0.0021
[45/100] (train) loss 0.0021 | (valid) loss 0.0021
[46/100] (train) loss 0.0021 | (valid) loss 0.0021
[47/100] (train) loss 0.0020 | (valid) loss 0.0020
[48/100] (train) loss 0.0020 | (valid) loss 0.0020
[49/100] (train) loss 0.0020 | (valid) loss 0.0019
[50/100] (train) loss 0.0019 | (valid) loss 0.0019
[51/100] (train) loss 0.0019 | (valid) loss 0.0019
[52/100] (train) loss 0.0019 | (valid) loss 0.0019
[53/100] (train) loss 0.0018 | (valid) loss 0.0018
[54/100] (train) loss 0.0018 | (valid) loss 0.0018
[55/100] (train) loss 0.0018 | (valid) loss 0.0018
[56/100] (train) loss 0.0018 | (valid) loss 0.0018
[57/100] (train) loss 0.0018 | (valid) loss 0.0018
[58/100] (train) loss 0.0018 | (valid) loss 0.0018
[59/100] (train) loss 0.0017 | (valid) loss 0.0017
[60/100] (train) loss 0.0017 | (valid) loss 0.0017
[61/100] (train) loss 0.0017 | (valid) loss 0.0017
[62/100] (train) loss 0.0017 | (valid) loss 0.0017
[63/100] (train) loss 0.0017 | (valid) loss 0.0017
[64/100] (train) loss 0.0017 | (valid) loss 0.0017
[65/100] (train) loss 0.0017 | (valid) loss 0.0016
[66/100] (train) loss 0.0016 | (valid) loss 0.0016
[67/100] (train) loss 0.0016 | (valid) loss 0.0016
[68/100] (train) loss 0.0016 | (valid) loss 0.0016
[69/100] (train) loss 0.0016 | (valid) loss 0.0016
[70/100] (train) loss 0.0016 | (valid) loss 0.0016
[71/100] (train) loss 0.0016 | (valid) loss 0.0016
[72/100] (train) loss 0.0016 | (valid) loss 0.0016
[73/100] (train) loss 0.0015 | (valid) loss 0.0015
[74/100] (train) loss 0.0015 | (valid) loss 0.0015
[75/100] (train) loss 0.0015 | (valid) loss 0.0015
[76/100] (train) loss 0.0015 | (valid) loss 0.0015
[77/100] (train) loss 0.0015 | (valid) loss 0.0015
[78/100] (train) loss 0.0015 | (valid) loss 0.0015
[79/100] (train) loss 0.0015 | (valid) loss 0.0015
[80/100] (train) loss 0.0015 | (valid) loss 0.0015
[81/100] (train) loss 0.0015 | (valid) loss 0.0015
[82/100] (train) loss 0.0015 | (valid) loss 0.0015
[83/100] (train) loss 0.0015 | (valid) loss 0.0015
[84/100] (train) loss 0.0015 | (valid) loss 0.0015
[85/100] (train) loss 0.0015 | (valid) loss 0.0015
[86/100] (train) loss 0.0015 | (valid) loss 0.0014
[87/100] (train) loss 0.0014 | (valid) loss 0.0014
[88/100] (train) loss 0.0014 | (valid) loss 0.0014
[89/100] (train) loss 0.0014 | (valid) loss 0.0014
[90/100] (train) loss 0.0014 | (valid) loss 0.0014
[91/100] (train) loss 0.0014 | (valid) loss 0.0014
[92/100] (train) loss 0.0014 | (valid) loss 0.0014
[93/100] (train) loss 0.0014 | (valid) loss 0.0014
[94/100] (train) loss 0.0014 | (valid) loss 0.0014
[95/100] (train) loss 0.0014 | (valid) loss 0.0014
[96/100] (train) loss 0.0014 | (valid) loss 0.0014
[97/100] (train) loss 0.0014 | (valid) loss 0.0014
[98/100] (train) loss 0.0014 | (valid) loss 0.0014
[99/100] (train) loss 0.0014 | (valid) loss 0.0014
[100/100] (train) loss 0.0014 | (valid) loss 0.0014

Training Excution time with validation: 0 h 7 m 12.8525 s
