Namespace(ANNEAL=0.5, BATCH=32, EMBED=20, EMPTY_CUDA_MEMORY=False, ENC_METHOD='pe', FIX_STORY=50, LR=0.01, LS=False, PRINT_EVERY=1, ROOT='./data/QA_bAbI_tasks/en-valid-10k/', SAVE_BEST=True, SAVE_MODEL=True, SAVE_PATH='./saved_models/adjacent/pe_te/task12.model', STEP=100, TASK=12, TEMPROAL=True, THRES=5, USE_CUDA=True, W_STYLE='adjacent')
----------------------------------------
[1/100] (train) loss 45.1626 | (valid) loss 28.7456
[2/100] (train) loss 17.6971 | (valid) loss 3.9943
[3/100] (train) loss 1.2903 | (valid) loss 0.1863
[4/100] (train) loss 0.1091 | (valid) loss 0.0577
[5/100] (train) loss 0.0453 | (valid) loss 0.0329
[6/100] (train) loss 0.0287 | (valid) loss 0.0228
[7/100] (train) loss 0.0209 | (valid) loss 0.0174
[8/100] (train) loss 0.0163 | (valid) loss 0.0140
[9/100] (train) loss 0.0133 | (valid) loss 0.0117
[10/100] (train) loss 0.0112 | (valid) loss 0.0100
[11/100] (train) loss 0.0096 | (valid) loss 0.0087
[12/100] (train) loss 0.0085 | (valid) loss 0.0077
[13/100] (train) loss 0.0075 | (valid) loss 0.0069
[14/100] (train) loss 0.0068 | (valid) loss 0.0063
[15/100] (train) loss 0.0061 | (valid) loss 0.0057
[16/100] (train) loss 0.0056 | (valid) loss 0.0053
[17/100] (train) loss 0.0052 | (valid) loss 0.0049
[18/100] (train) loss 0.0048 | (valid) loss 0.0045
[19/100] (train) loss 0.0044 | (valid) loss 0.0042
[20/100] (train) loss 0.0041 | (valid) loss 0.0040
[21/100] (train) loss 0.0039 | (valid) loss 0.0037
[22/100] (train) loss 0.0037 | (valid) loss 0.0035
[23/100] (train) loss 0.0035 | (valid) loss 0.0033
[24/100] (train) loss 0.0033 | (valid) loss 0.0031
[25/100] (train) loss 0.0031 | (valid) loss 0.0030
[26/100] (train) loss 0.0030 | (valid) loss 0.0029
[27/100] (train) loss 0.0029 | (valid) loss 0.0029
[28/100] (train) loss 0.0028 | (valid) loss 0.0028
[29/100] (train) loss 0.0028 | (valid) loss 0.0027
[30/100] (train) loss 0.0027 | (valid) loss 0.0027
[31/100] (train) loss 0.0027 | (valid) loss 0.0026
[32/100] (train) loss 0.0026 | (valid) loss 0.0026
[33/100] (train) loss 0.0025 | (valid) loss 0.0025
[34/100] (train) loss 0.0025 | (valid) loss 0.0025
[35/100] (train) loss 0.0024 | (valid) loss 0.0024
[36/100] (train) loss 0.0024 | (valid) loss 0.0024
[37/100] (train) loss 0.0023 | (valid) loss 0.0023
[38/100] (train) loss 0.0023 | (valid) loss 0.0023
[39/100] (train) loss 0.0023 | (valid) loss 0.0022
[40/100] (train) loss 0.0022 | (valid) loss 0.0022
[41/100] (train) loss 0.0022 | (valid) loss 0.0021
[42/100] (train) loss 0.0021 | (valid) loss 0.0021
[43/100] (train) loss 0.0021 | (valid) loss 0.0021
[44/100] (train) loss 0.0021 | (valid) loss 0.0020
[45/100] (train) loss 0.0020 | (valid) loss 0.0020
[46/100] (train) loss 0.0020 | (valid) loss 0.0020
[47/100] (train) loss 0.0020 | (valid) loss 0.0019
[48/100] (train) loss 0.0019 | (valid) loss 0.0019
[49/100] (train) loss 0.0019 | (valid) loss 0.0019
[50/100] (train) loss 0.0019 | (valid) loss 0.0018
[51/100] (train) loss 0.0018 | (valid) loss 0.0018
[52/100] (train) loss 0.0018 | (valid) loss 0.0018
[53/100] (train) loss 0.0018 | (valid) loss 0.0018
[54/100] (train) loss 0.0018 | (valid) loss 0.0018
[55/100] (train) loss 0.0018 | (valid) loss 0.0018
[56/100] (train) loss 0.0018 | (valid) loss 0.0018
[57/100] (train) loss 0.0018 | (valid) loss 0.0017
[58/100] (train) loss 0.0017 | (valid) loss 0.0017
[59/100] (train) loss 0.0017 | (valid) loss 0.0017
[60/100] (train) loss 0.0017 | (valid) loss 0.0017
[61/100] (train) loss 0.0017 | (valid) loss 0.0017
[62/100] (train) loss 0.0017 | (valid) loss 0.0017
[63/100] (train) loss 0.0017 | (valid) loss 0.0017
[64/100] (train) loss 0.0017 | (valid) loss 0.0017
[65/100] (train) loss 0.0017 | (valid) loss 0.0016
[66/100] (train) loss 0.0016 | (valid) loss 0.0016
[67/100] (train) loss 0.0016 | (valid) loss 0.0016
[68/100] (train) loss 0.0016 | (valid) loss 0.0016
[69/100] (train) loss 0.0016 | (valid) loss 0.0016
[70/100] (train) loss 0.0016 | (valid) loss 0.0016
[71/100] (train) loss 0.0016 | (valid) loss 0.0016
[72/100] (train) loss 0.0016 | (valid) loss 0.0016
[73/100] (train) loss 0.0016 | (valid) loss 0.0016
[74/100] (train) loss 0.0016 | (valid) loss 0.0015
[75/100] (train) loss 0.0015 | (valid) loss 0.0015
[76/100] (train) loss 0.0015 | (valid) loss 0.0015
[77/100] (train) loss 0.0015 | (valid) loss 0.0015
[78/100] (train) loss 0.0015 | (valid) loss 0.0015
[79/100] (train) loss 0.0015 | (valid) loss 0.0015
[80/100] (train) loss 0.0015 | (valid) loss 0.0015
[81/100] (train) loss 0.0015 | (valid) loss 0.0015
[82/100] (train) loss 0.0015 | (valid) loss 0.0015
[83/100] (train) loss 0.0015 | (valid) loss 0.0015
[84/100] (train) loss 0.0015 | (valid) loss 0.0015
[85/100] (train) loss 0.0015 | (valid) loss 0.0015
[86/100] (train) loss 0.0015 | (valid) loss 0.0015
[87/100] (train) loss 0.0015 | (valid) loss 0.0015
[88/100] (train) loss 0.0015 | (valid) loss 0.0015
[89/100] (train) loss 0.0015 | (valid) loss 0.0015
[90/100] (train) loss 0.0015 | (valid) loss 0.0015
[91/100] (train) loss 0.0015 | (valid) loss 0.0015
[92/100] (train) loss 0.0015 | (valid) loss 0.0015
[93/100] (train) loss 0.0015 | (valid) loss 0.0015
[94/100] (train) loss 0.0015 | (valid) loss 0.0014
[95/100] (train) loss 0.0014 | (valid) loss 0.0014
[96/100] (train) loss 0.0014 | (valid) loss 0.0014
[97/100] (train) loss 0.0014 | (valid) loss 0.0014
[98/100] (train) loss 0.0014 | (valid) loss 0.0014
[99/100] (train) loss 0.0014 | (valid) loss 0.0014
[100/100] (train) loss 0.0014 | (valid) loss 0.0014

Training Excution time with validation: 0 h 10 m 3.5768 s
