Namespace(ANNEAL=0.5, BATCH=32, EMBED=20, EMPTY_CUDA_MEMORY=False, ENC_METHOD='pe', FIX_STORY=50, LR=0.01, LS=False, PRINT_EVERY=1, ROOT='./data/QA_bAbI_tasks/en-valid-10k/', SAVE_BEST=True, SAVE_MODEL=True, SAVE_PATH='./saved_models/adjacent/pe_te/task13.model', STEP=100, TASK=13, TEMPROAL=True, THRES=5, USE_CUDA=True, W_STYLE='adjacent')
----------------------------------------
[1/100] (train) loss 28.8457 | (valid) loss 10.3336
[2/100] (train) loss 9.3924 | (valid) loss 9.5529
[3/100] (train) loss 8.8498 | (valid) loss 9.0972
[4/100] (train) loss 8.5014 | (valid) loss 8.7495
[5/100] (train) loss 8.2162 | (valid) loss 8.4580
[6/100] (train) loss 7.9789 | (valid) loss 8.2157
[7/100] (train) loss 7.7981 | (valid) loss 8.0190
[8/100] (train) loss 7.6618 | (valid) loss 7.8618
[9/100] (train) loss 7.5552 | (valid) loss 7.7368
[10/100] (train) loss 7.4682 | (valid) loss 7.6361
[11/100] (train) loss 7.3934 | (valid) loss 7.5544
[12/100] (train) loss 7.3263 | (valid) loss 7.4866
[13/100] (train) loss 7.2639 | (valid) loss 7.4307
[14/100] (train) loss 7.2051 | (valid) loss 7.3829
[15/100] (train) loss 7.1488 | (valid) loss 7.3381
[16/100] (train) loss 7.0947 | (valid) loss 7.2925
[17/100] (train) loss 7.0425 | (valid) loss 7.2455
[18/100] (train) loss 6.9924 | (valid) loss 7.1977
[19/100] (train) loss 6.9443 | (valid) loss 7.1495
[20/100] (train) loss 6.8975 | (valid) loss 7.1004
[21/100] (train) loss 6.8509 | (valid) loss 7.0492
[22/100] (train) loss 6.8034 | (valid) loss 6.9941
[23/100] (train) loss 6.7541 | (valid) loss 6.9387
[24/100] (train) loss 6.7032 | (valid) loss 6.8960
[25/100] (train) loss 6.6534 | (valid) loss 6.8727
[26/100] (train) loss 6.2491 | (valid) loss 6.1739
[27/100] (train) loss 6.1562 | (valid) loss 6.1347
[28/100] (train) loss 6.1175 | (valid) loss 6.1074
[29/100] (train) loss 6.0858 | (valid) loss 6.0842
[30/100] (train) loss 6.0570 | (valid) loss 6.0633
[31/100] (train) loss 6.0298 | (valid) loss 6.0438
[32/100] (train) loss 6.0033 | (valid) loss 6.0248
[33/100] (train) loss 5.9772 | (valid) loss 6.0056
[34/100] (train) loss 5.9510 | (valid) loss 5.9853
[35/100] (train) loss 5.9244 | (valid) loss 5.9635
[36/100] (train) loss 5.8973 | (valid) loss 5.9403
[37/100] (train) loss 5.8696 | (valid) loss 5.9158
[38/100] (train) loss 5.8417 | (valid) loss 5.8905
[39/100] (train) loss 5.8135 | (valid) loss 5.8649
[40/100] (train) loss 5.7853 | (valid) loss 5.8391
[41/100] (train) loss 5.7575 | (valid) loss 5.8132
[42/100] (train) loss 5.7300 | (valid) loss 5.7877
[43/100] (train) loss 5.7023 | (valid) loss 5.7632
[44/100] (train) loss 5.6738 | (valid) loss 5.7411
[45/100] (train) loss 5.6433 | (valid) loss 5.7220
[46/100] (train) loss 5.6101 | (valid) loss 5.7045
[47/100] (train) loss 5.5753 | (valid) loss 5.6872
[48/100] (train) loss 5.5403 | (valid) loss 5.6703
[49/100] (train) loss 5.5058 | (valid) loss 5.6539
[50/100] (train) loss 5.4725 | (valid) loss 5.6383
[51/100] (train) loss 5.2542 | (valid) loss 5.2276
[52/100] (train) loss 5.1814 | (valid) loss 5.1915
[53/100] (train) loss 5.1525 | (valid) loss 5.1651
[54/100] (train) loss 5.1290 | (valid) loss 5.1427
