Namespace(ANNEAL=0.5, BATCH=32, EMBED=20, EMPTY_CUDA_MEMORY=False, ENC_METHOD='pe', FIX_STORY=50, LR=0.01, LS=False, PRINT_EVERY=1, ROOT='./data/QA_bAbI_tasks/en-valid-10k/', SAVE_BEST=True, SAVE_MODEL=True, SAVE_PATH='./saved_models/adjacent/pe_te/task1.model', STEP=100, TASK=1, TEMPROAL=True, THRES=5, USE_CUDA=True, W_STYLE='adjacent')
----------------------------------------
[1/100] (train) loss 50.6730 | (valid) loss 36.0223
[2/100] (train) loss 19.8477 | (valid) loss 2.4516
[3/100] (train) loss 0.8495 | (valid) loss 0.1622
[4/100] (train) loss 0.0970 | (valid) loss 0.0569
[5/100] (train) loss 0.0437 | (valid) loss 0.0323
[6/100] (train) loss 0.0280 | (valid) loss 0.0226
[7/100] (train) loss 0.0205 | (valid) loss 0.0173
[8/100] (train) loss 0.0161 | (valid) loss 0.0140
[9/100] (train) loss 0.0132 | (valid) loss 0.0118
[10/100] (train) loss 0.0112 | (valid) loss 0.0101
[11/100] (train) loss 0.0096 | (valid) loss 0.0088
[12/100] (train) loss 0.0085 | (valid) loss 0.0078
[13/100] (train) loss 0.0076 | (valid) loss 0.0071
[14/100] (train) loss 0.0068 | (valid) loss 0.0064
[15/100] (train) loss 0.0062 | (valid) loss 0.0058
[16/100] (train) loss 0.0057 | (valid) loss 0.0054
[17/100] (train) loss 0.0052 | (valid) loss 0.0050
[18/100] (train) loss 0.0049 | (valid) loss 0.0046
[19/100] (train) loss 0.0045 | (valid) loss 0.0043
[20/100] (train) loss 0.0042 | (valid) loss 0.0041
[21/100] (train) loss 0.0040 | (valid) loss 0.0038
[22/100] (train) loss 0.0038 | (valid) loss 0.0036
[23/100] (train) loss 0.0036 | (valid) loss 0.0034
[24/100] (train) loss 0.0034 | (valid) loss 0.0033
[25/100] (train) loss 0.0032 | (valid) loss 0.0031
[26/100] (train) loss 0.0031 | (valid) loss 0.0030
[27/100] (train) loss 0.0030 | (valid) loss 0.0030
[28/100] (train) loss 0.0029 | (valid) loss 0.0029
[29/100] (train) loss 0.0029 | (valid) loss 0.0028
[30/100] (train) loss 0.0028 | (valid) loss 0.0028
[31/100] (train) loss 0.0027 | (valid) loss 0.0027
[32/100] (train) loss 0.0027 | (valid) loss 0.0027
[33/100] (train) loss 0.0026 | (valid) loss 0.0026
[34/100] (train) loss 0.0026 | (valid) loss 0.0025
[35/100] (train) loss 0.0025 | (valid) loss 0.0025
[36/100] (train) loss 0.0025 | (valid) loss 0.0025
[37/100] (train) loss 0.0024 | (valid) loss 0.0024
[38/100] (train) loss 0.0024 | (valid) loss 0.0024
[39/100] (train) loss 0.0023 | (valid) loss 0.0023
[40/100] (train) loss 0.0023 | (valid) loss 0.0023
[41/100] (train) loss 0.0023 | (valid) loss 0.0022
[42/100] (train) loss 0.0022 | (valid) loss 0.0022
[43/100] (train) loss 0.0022 | (valid) loss 0.0022
[44/100] (train) loss 0.0021 | (valid) loss 0.0021
[45/100] (train) loss 0.0021 | (valid) loss 0.0021
[46/100] (train) loss 0.0021 | (valid) loss 0.0021
[47/100] (train) loss 0.0020 | (valid) loss 0.0020
[48/100] (train) loss 0.0020 | (valid) loss 0.0020
[49/100] (train) loss 0.0020 | (valid) loss 0.0020
[50/100] (train) loss 0.0019 | (valid) loss 0.0019
[51/100] (train) loss 0.0019 | (valid) loss 0.0019
