Namespace(ANNEAL=0.5, BATCH=32, EMBED=20, EMPTY_CUDA_MEMORY=False, ENC_METHOD='pe', FIX_STORY=50, LR=0.01, LS=False, PRINT_EVERY=1, ROOT='./data/QA_bAbI_tasks/en-valid-10k/', SAVE_BEST=True, SAVE_MODEL=True, SAVE_PATH='./saved_models/adjacent/pe_te/task4.model', STEP=100, TASK=4, TEMPROAL=True, THRES=5, USE_CUDA=True, W_STYLE='adjacent')
----------------------------------------
[1/100] (train) loss 36.8874 | (valid) loss 19.9302
[2/100] (train) loss 15.7373 | (valid) loss 13.9688
[3/100] (train) loss 13.1655 | (valid) loss 11.6403
[4/100] (train) loss 9.5857 | (valid) loss 4.8920
[5/100] (train) loss 1.8788 | (valid) loss 0.0598
[6/100] (train) loss 0.0396 | (valid) loss 0.0271
[7/100] (train) loss 0.0226 | (valid) loss 0.0188
[8/100] (train) loss 0.0167 | (valid) loss 0.0147
[9/100] (train) loss 0.0135 | (valid) loss 0.0122
[10/100] (train) loss 0.0114 | (valid) loss 0.0105
[11/100] (train) loss 0.0099 | (valid) loss 0.0092
[12/100] (train) loss 0.0088 | (valid) loss 0.0083
[13/100] (train) loss 0.0079 | (valid) loss 0.0075
[14/100] (train) loss 0.0072 | (valid) loss 0.0069
[15/100] (train) loss 0.0066 | (valid) loss 0.0063
[16/100] (train) loss 0.0061 | (valid) loss 0.0059
[17/100] (train) loss 0.0057 | (valid) loss 0.0055
[18/100] (train) loss 0.0053 | (valid) loss 0.0051
[19/100] (train) loss 0.0050 | (valid) loss 0.0048
[20/100] (train) loss 0.0047 | (valid) loss 0.0046
[21/100] (train) loss 0.0045 | (valid) loss 0.0043
[22/100] (train) loss 0.0042 | (valid) loss 0.0041
[23/100] (train) loss 0.0040 | (valid) loss 0.0039
[24/100] (train) loss 0.0038 | (valid) loss 0.0038
[25/100] (train) loss 0.0037 | (valid) loss 0.0036
[26/100] (train) loss 0.0036 | (valid) loss 0.0035
[27/100] (train) loss 0.0035 | (valid) loss 0.0035
[28/100] (train) loss 0.0034 | (valid) loss 0.0034
[29/100] (train) loss 0.0034 | (valid) loss 0.0033
[30/100] (train) loss 0.0033 | (valid) loss 0.0033
[31/100] (train) loss 0.0032 | (valid) loss 0.0032
[32/100] (train) loss 0.0032 | (valid) loss 0.0031
[33/100] (train) loss 0.0031 | (valid) loss 0.0031
[34/100] (train) loss 0.0030 | (valid) loss 0.0030
[35/100] (train) loss 0.0030 | (valid) loss 0.0030
[36/100] (train) loss 0.0029 | (valid) loss 0.0029
[37/100] (train) loss 0.0029 | (valid) loss 0.0029
[38/100] (train) loss 0.0028 | (valid) loss 0.0028
[39/100] (train) loss 0.0028 | (valid) loss 0.0028
[40/100] (train) loss 0.0028 | (valid) loss 0.0027
[41/100] (train) loss 0.0027 | (valid) loss 0.0027
[42/100] (train) loss 0.0027 | (valid) loss 0.0026
[43/100] (train) loss 0.0026 | (valid) loss 0.0026
[44/100] (train) loss 0.0026 | (valid) loss 0.0026
[45/100] (train) loss 0.0025 | (valid) loss 0.0025
[46/100] (train) loss 0.0025 | (valid) loss 0.0025
[47/100] (train) loss 0.0025 | (valid) loss 0.0025
[48/100] (train) loss 0.0024 | (valid) loss 0.0024
[49/100] (train) loss 0.0024 | (valid) loss 0.0024
[50/100] (train) loss 0.0024 | (valid) loss 0.0024
[51/100] (train) loss 0.0023 | (valid) loss 0.0023
[52/100] (train) loss 0.0023 | (valid) loss 0.0023
[53/100] (train) loss 0.0023 | (valid) loss 0.0023
[54/100] (train) loss 0.0023 | (valid) loss 0.0023
[55/100] (train) loss 0.0023 | (valid) loss 0.0023
[56/100] (train) loss 0.0023 | (valid) loss 0.0023
[57/100] (train) loss 0.0023 | (valid) loss 0.0022
[58/100] (train) loss 0.0022 | (valid) loss 0.0022
[59/100] (train) loss 0.0022 | (valid) loss 0.0022
[60/100] (train) loss 0.0022 | (valid) loss 0.0022
[61/100] (train) loss 0.0022 | (valid) loss 0.0022
[62/100] (train) loss 0.0022 | (valid) loss 0.0022
[63/100] (train) loss 0.0022 | (valid) loss 0.0022
[64/100] (train) loss 0.0022 | (valid) loss 0.0021
[65/100] (train) loss 0.0021 | (valid) loss 0.0021
[66/100] (train) loss 0.0021 | (valid) loss 0.0021
[67/100] (train) loss 0.0021 | (valid) loss 0.0021
[68/100] (train) loss 0.0021 | (valid) loss 0.0021
[69/100] (train) loss 0.0021 | (valid) loss 0.0021
[70/100] (train) loss 0.0021 | (valid) loss 0.0021
[71/100] (train) loss 0.0021 | (valid) loss 0.0021
[72/100] (train) loss 0.0020 | (valid) loss 0.0020
