Namespace(ANNEAL=0.5, BATCH=32, EMBED=20, EMPTY_CUDA_MEMORY=False, ENC_METHOD='pe', FIX_STORY=50, LR=0.01, LS=False, PRINT_EVERY=1, ROOT='./data/QA_bAbI_tasks/en-valid-10k/', SAVE_BEST=True, SAVE_MODEL=True, SAVE_PATH='./saved_models/adjacent/pe_te/task16.model', STEP=100, TASK=16, TEMPROAL=True, THRES=5, USE_CUDA=True, W_STYLE='adjacent')
----------------------------------------
[1/100] (train) loss 42.6693 | (valid) loss 34.8486
[2/100] (train) loss 35.5079 | (valid) loss 32.6525
[3/100] (train) loss 32.8022 | (valid) loss 30.2028
[4/100] (train) loss 31.3909 | (valid) loss 29.6244
[5/100] (train) loss 30.7749 | (valid) loss 29.2418
[6/100] (train) loss 30.3949 | (valid) loss 29.0988
[7/100] (train) loss 30.1767 | (valid) loss 29.0090
[8/100] (train) loss 30.0167 | (valid) loss 28.9366
[9/100] (train) loss 29.8788 | (valid) loss 28.8679
[10/100] (train) loss 29.7451 | (valid) loss 28.8086
[11/100] (train) loss 29.6286 | (valid) loss 28.7739
[12/100] (train) loss 29.5401 | (valid) loss 28.7504
[13/100] (train) loss 29.4713 | (valid) loss 28.7253
[14/100] (train) loss 29.4134 | (valid) loss 28.6962
[15/100] (train) loss 29.3619 | (valid) loss 28.6641
[16/100] (train) loss 29.3146 | (valid) loss 28.6303
[17/100] (train) loss 29.2702 | (valid) loss 28.5954
[18/100] (train) loss 29.2280 | (valid) loss 28.5595
[19/100] (train) loss 29.1875 | (valid) loss 28.5228
[20/100] (train) loss 29.1484 | (valid) loss 28.4858
[21/100] (train) loss 29.1104 | (valid) loss 28.4490
[22/100] (train) loss 29.0739 | (valid) loss 28.4131
[23/100] (train) loss 29.0393 | (valid) loss 28.3790
[24/100] (train) loss 29.0071 | (valid) loss 28.3474
[25/100] (train) loss 28.9774 | (valid) loss 28.3189
[26/100] (train) loss 28.1989 | (valid) loss 27.6489
[27/100] (train) loss 28.1421 | (valid) loss 27.6056
[28/100] (train) loss 28.1211 | (valid) loss 27.5780
[29/100] (train) loss 28.1026 | (valid) loss 27.5555
[30/100] (train) loss 28.0854 | (valid) loss 27.5357
[31/100] (train) loss 28.0691 | (valid) loss 27.5174
[32/100] (train) loss 28.0534 | (valid) loss 27.5004
[33/100] (train) loss 28.0381 | (valid) loss 27.4842
[34/100] (train) loss 28.0232 | (valid) loss 27.4688
[35/100] (train) loss 28.0086 | (valid) loss 27.4541
[36/100] (train) loss 27.9942 | (valid) loss 27.4399
[37/100] (train) loss 27.9800 | (valid) loss 27.4263
[38/100] (train) loss 27.9660 | (valid) loss 27.4131
[39/100] (train) loss 27.9521 | (valid) loss 27.4004
[40/100] (train) loss 27.9385 | (valid) loss 27.3880
