Namespace(ANNEAL=0.5, BATCH=32, EMBED=20, EMPTY_CUDA_MEMORY=False, ENC_METHOD='pe', FIX_STORY=50, LR=0.01, LS=False, PRINT_EVERY=1, ROOT='./data/QA_bAbI_tasks/en-valid-10k/', SAVE_BEST=True, SAVE_MODEL=True, SAVE_PATH='./saved_models/adjacent/pe_te/task20.model', STEP=100, TASK=20, TEMPROAL=True, THRES=5, USE_CUDA=True, W_STYLE='adjacent')
----------------------------------------
[1/100] (train) loss 22.2177 | (valid) loss 3.8201
[2/100] (train) loss 2.6581 | (valid) loss 2.8969
[3/100] (train) loss 1.9053 | (valid) loss 1.3423
[4/100] (train) loss 1.1811 | (valid) loss 0.6069
[5/100] (train) loss 0.3728 | (valid) loss 0.1574
[6/100] (train) loss 0.1232 | (valid) loss 0.0746
[7/100] (train) loss 0.0633 | (valid) loss 0.0490
[8/100] (train) loss 0.0433 | (valid) loss 0.0364
[9/100] (train) loss 0.0331 | (valid) loss 0.0290
[10/100] (train) loss 0.0268 | (valid) loss 0.0241
[11/100] (train) loss 0.0226 | (valid) loss 0.0206
[12/100] (train) loss 0.0195 | (valid) loss 0.0180
[13/100] (train) loss 0.0171 | (valid) loss 0.0160
[14/100] (train) loss 0.0153 | (valid) loss 0.0143
[15/100] (train) loss 0.0138 | (valid) loss 0.0130
[16/100] (train) loss 0.0125 | (valid) loss 0.0119
[17/100] (train) loss 0.0115 | (valid) loss 0.0109
[18/100] (train) loss 0.0106 | (valid) loss 0.0101
[19/100] (train) loss 0.0098 | (valid) loss 0.0094
[20/100] (train) loss 0.0092 | (valid) loss 0.0088
[21/100] (train) loss 0.0086 | (valid) loss 0.0083
[22/100] (train) loss 0.0081 | (valid) loss 0.0078
[23/100] (train) loss 0.0076 | (valid) loss 0.0073
[24/100] (train) loss 0.0072 | (valid) loss 0.0070
[25/100] (train) loss 0.0068 | (valid) loss 0.0066
[26/100] (train) loss 0.0065 | (valid) loss 0.0064
[27/100] (train) loss 0.0064 | (valid) loss 0.0063
[28/100] (train) loss 0.0062 | (valid) loss 0.0061
[29/100] (train) loss 0.0061 | (valid) loss 0.0060
[30/100] (train) loss 0.0059 | (valid) loss 0.0059
[31/100] (train) loss 0.0058 | (valid) loss 0.0057
