Namespace(ANNEAL=0.5, BATCH=32, EMBED=20, EMPTY_CUDA_MEMORY=False, ENC_METHOD='bow', FIX_STORY=50, LR=0.01, LS=False, PRINT_EVERY=1, ROOT='./data/QA_bAbI_tasks/en-valid-10k/', SAVE_BEST=True, SAVE_MODEL=True, SAVE_PATH='./saved_models/rnnlike/bow/task20.model', STEP=100, TASK=20, TEMPROAL=False, THRES=5, USE_CUDA=True, W_STYLE='rnnlike')
----------------------------------------
[1/100] (train) loss 23.9443 | (valid) loss 4.9705
[2/100] (train) loss 0.2422 | (valid) loss 0.0156
[3/100] (train) loss 0.0100 | (valid) loss 0.0066
[4/100] (train) loss 0.0052 | (valid) loss 0.0040
[5/100] (train) loss 0.0034 | (valid) loss 0.0028
[6/100] (train) loss 0.0025 | (valid) loss 0.0022
[7/100] (train) loss 0.0020 | (valid) loss 0.0018
[8/100] (train) loss 0.0016 | (valid) loss 0.0015
[9/100] (train) loss 0.0014 | (valid) loss 0.0013
[10/100] (train) loss 0.0012 | (valid) loss 0.0011
[11/100] (train) loss 0.0010 | (valid) loss 0.0010
[12/100] (train) loss 0.0009 | (valid) loss 0.0009
[13/100] (train) loss 0.0008 | (valid) loss 0.0008
[14/100] (train) loss 0.0007 | (valid) loss 0.0007
[15/100] (train) loss 0.0007 | (valid) loss 0.0007
[16/100] (train) loss 0.0006 | (valid) loss 0.0006
[17/100] (train) loss 0.0006 | (valid) loss 0.0006
[18/100] (train) loss 0.0005 | (valid) loss 0.0005
[19/100] (train) loss 0.0005 | (valid) loss 0.0005
[20/100] (train) loss 0.0005 | (valid) loss 0.0005
[21/100] (train) loss 0.0004 | (valid) loss 0.0004
[22/100] (train) loss 0.0004 | (valid) loss 0.0004
[23/100] (train) loss 0.0004 | (valid) loss 0.0004
[24/100] (train) loss 0.0004 | (valid) loss 0.0004
[25/100] (train) loss 0.0004 | (valid) loss 0.0003
[26/100] (train) loss 0.0003 | (valid) loss 0.0003
[27/100] (train) loss 0.0003 | (valid) loss 0.0003
[28/100] (train) loss 0.0003 | (valid) loss 0.0003
[29/100] (train) loss 0.0003 | (valid) loss 0.0003
[30/100] (train) loss 0.0003 | (valid) loss 0.0003
[31/100] (train) loss 0.0003 | (valid) loss 0.0003
[32/100] (train) loss 0.0003 | (valid) loss 0.0003
[33/100] (train) loss 0.0003 | (valid) loss 0.0003
[34/100] (train) loss 0.0003 | (valid) loss 0.0003
[35/100] (train) loss 0.0003 | (valid) loss 0.0003
[36/100] (train) loss 0.0003 | (valid) loss 0.0003
[37/100] (train) loss 0.0003 | (valid) loss 0.0003
[38/100] (train) loss 0.0003 | (valid) loss 0.0003
[39/100] (train) loss 0.0003 | (valid) loss 0.0003
[40/100] (train) loss 0.0003 | (valid) loss 0.0003
[41/100] (train) loss 0.0003 | (valid) loss 0.0002
[42/100] (train) loss 0.0002 | (valid) loss 0.0002
[43/100] (train) loss 0.0002 | (valid) loss 0.0002
[44/100] (train) loss 0.0002 | (valid) loss 0.0002
[45/100] (train) loss 0.0002 | (valid) loss 0.0002
[46/100] (train) loss 0.0002 | (valid) loss 0.0002
[47/100] (train) loss 0.0002 | (valid) loss 0.0002
[48/100] (train) loss 0.0002 | (valid) loss 0.0002
[49/100] (train) loss 0.0002 | (valid) loss 0.0002
[50/100] (train) loss 0.0002 | (valid) loss 0.0002
[51/100] (train) loss 0.0002 | (valid) loss 0.0002
[52/100] (train) loss 0.0002 | (valid) loss 0.0002
[53/100] (train) loss 0.0002 | (valid) loss 0.0002
[54/100] (train) loss 0.0002 | (valid) loss 0.0002
[55/100] (train) loss 0.0002 | (valid) loss 0.0002
[56/100] (train) loss 0.0002 | (valid) loss 0.0002
[57/100] (train) loss 0.0002 | (valid) loss 0.0002
[58/100] (train) loss 0.0002 | (valid) loss 0.0002
[59/100] (train) loss 0.0002 | (valid) loss 0.0002
[60/100] (train) loss 0.0002 | (valid) loss 0.0002
[61/100] (train) loss 0.0002 | (valid) loss 0.0002
[62/100] (train) loss 0.0002 | (valid) loss 0.0002
[63/100] (train) loss 0.0002 | (valid) loss 0.0002
[64/100] (train) loss 0.0002 | (valid) loss 0.0002
[65/100] (train) loss 0.0002 | (valid) loss 0.0002
[66/100] (train) loss 0.0002 | (valid) loss 0.0002
[67/100] (train) loss 0.0002 | (valid) loss 0.0002
[68/100] (train) loss 0.0002 | (valid) loss 0.0002
[69/100] (train) loss 0.0002 | (valid) loss 0.0002
[70/100] (train) loss 0.0002 | (valid) loss 0.0002
[71/100] (train) loss 0.0002 | (valid) loss 0.0002
[72/100] (train) loss 0.0002 | (valid) loss 0.0002
