Namespace(ANNEAL=0.5, BATCH=32, EMBED=20, EMPTY_CUDA_MEMORY=False, ENC_METHOD='bow', FIX_STORY=50, LR=0.01, LS=False, PRINT_EVERY=1, ROOT='./data/QA_bAbI_tasks/en-valid-10k/', SAVE_BEST=True, SAVE_MODEL=True, SAVE_PATH='./saved_models/rnnlike/bow/task15.model', STEP=100, TASK=15, TEMPROAL=False, THRES=5, USE_CUDA=True, W_STYLE='rnnlike')
----------------------------------------
[1/100] (train) loss 44.6033 | (valid) loss 35.0060
[2/100] (train) loss 16.8150 | (valid) loss 0.1133
[3/100] (train) loss 0.0633 | (valid) loss 0.0384
[4/100] (train) loss 0.0294 | (valid) loss 0.0229
[5/100] (train) loss 0.0192 | (valid) loss 0.0162
[6/100] (train) loss 0.0142 | (valid) loss 0.0124
[7/100] (train) loss 0.0112 | (valid) loss 0.0101
[8/100] (train) loss 0.0092 | (valid) loss 0.0085
[9/100] (train) loss 0.0078 | (valid) loss 0.0073
[10/100] (train) loss 0.0068 | (valid) loss 0.0064
[11/100] (train) loss 0.0060 | (valid) loss 0.0057
[12/100] (train) loss 0.0054 | (valid) loss 0.0051
[13/100] (train) loss 0.0049 | (valid) loss 0.0046
[14/100] (train) loss 0.0044 | (valid) loss 0.0042
[15/100] (train) loss 0.0041 | (valid) loss 0.0039
[16/100] (train) loss 0.0038 | (valid) loss 0.0036
[17/100] (train) loss 0.0035 | (valid) loss 0.0034
[18/100] (train) loss 0.0033 | (valid) loss 0.0032
[19/100] (train) loss 0.0031 | (valid) loss 0.0030
[20/100] (train) loss 0.0029 | (valid) loss 0.0028
[21/100] (train) loss 0.0027 | (valid) loss 0.0026
[22/100] (train) loss 0.0026 | (valid) loss 0.0025
[23/100] (train) loss 0.0024 | (valid) loss 0.0024
[24/100] (train) loss 0.0023 | (valid) loss 0.0023
[25/100] (train) loss 0.0022 | (valid) loss 0.0022
[26/100] (train) loss 0.0021 | (valid) loss 0.0021
[27/100] (train) loss 0.0021 | (valid) loss 0.0021
[28/100] (train) loss 0.0020 | (valid) loss 0.0020
[29/100] (train) loss 0.0020 | (valid) loss 0.0020
[30/100] (train) loss 0.0020 | (valid) loss 0.0019
[31/100] (train) loss 0.0019 | (valid) loss 0.0019
[32/100] (train) loss 0.0019 | (valid) loss 0.0019
[33/100] (train) loss 0.0018 | (valid) loss 0.0018
[34/100] (train) loss 0.0018 | (valid) loss 0.0018
[35/100] (train) loss 0.0018 | (valid) loss 0.0018
[36/100] (train) loss 0.0017 | (valid) loss 0.0017
