Namespace(ANNEAL=0.5, BATCH=32, EMBED=20, EMPTY_CUDA_MEMORY=False, ENC_METHOD='bow', FIX_STORY=50, LR=0.01, LS=False, PRINT_EVERY=1, ROOT='./data/QA_bAbI_tasks/en-valid-10k/', SAVE_BEST=True, SAVE_MODEL=True, SAVE_PATH='./saved_models/rnnlike/bow/task1.model', STEP=100, TASK=1, TEMPROAL=False, THRES=5, USE_CUDA=True, W_STYLE='rnnlike')
----------------------------------------
[1/100] (train) loss 49.9988 | (valid) loss 26.0493
[2/100] (train) loss 25.3260 | (valid) loss 22.0637
[3/100] (train) loss 23.4631 | (valid) loss 21.6395
[4/100] (train) loss 22.9138 | (valid) loss 21.2734
[5/100] (train) loss 22.6279 | (valid) loss 21.0723
[6/100] (train) loss 22.4544 | (valid) loss 21.0719
[7/100] (train) loss 22.3527 | (valid) loss 21.0842
[8/100] (train) loss 22.2753 | (valid) loss 21.0294
[9/100] (train) loss 22.2131 | (valid) loss 20.8583
[10/100] (train) loss 22.1610 | (valid) loss 20.7621
[11/100] (train) loss 22.1233 | (valid) loss 20.7500
[12/100] (train) loss 22.0954 | (valid) loss 20.7740
[13/100] (train) loss 22.0785 | (valid) loss 20.8040
[14/100] (train) loss 22.0573 | (valid) loss 20.8555
[15/100] (train) loss 22.0366 | (valid) loss 20.8188
[16/100] (train) loss 22.0128 | (valid) loss 20.7402
[17/100] (train) loss 21.9871 | (valid) loss 20.6672
[18/100] (train) loss 21.9416 | (valid) loss 20.6481
[19/100] (train) loss 21.9033 | (valid) loss 20.6368
[20/100] (train) loss 21.8710 | (valid) loss 20.7754
EARLY BREAK: valid loss goes over the patient number 5

Training Excution time with validation: 0 h 0 m 29.4155 s
