Namespace(ANNEAL=0.5, BATCH=32, EMBED=20, EMPTY_CUDA_MEMORY=False, ENC_METHOD='pe', FIX_STORY=50, LR=0.01, LS=False, PRINT_EVERY=1, ROOT='./data/QA_bAbI_tasks/en-valid-10k/', SAVE_BEST=True, SAVE_MODEL=True, SAVE_PATH='./saved_models/rnnlike/pe_te/task19.model', STEP=100, TASK=19, TEMPROAL=True, THRES=5, USE_CUDA=True, W_STYLE='rnnlike')
----------------------------------------
[1/100] (train) loss 83.0159 | (valid) loss 80.7328
[2/100] (train) loss 80.4304 | (valid) loss 80.2669
[3/100] (train) loss 80.1425 | (valid) loss 80.0454
[4/100] (train) loss 79.9620 | (valid) loss 79.8638
[5/100] (train) loss 79.7666 | (valid) loss 79.5682
[6/100] (train) loss 79.4015 | (valid) loss 79.0634
[7/100] (train) loss 79.0490 | (valid) loss 78.8024
[8/100] (train) loss 78.8354 | (valid) loss 78.6487
[9/100] (train) loss 78.6922 | (valid) loss 78.5453
[10/100] (train) loss 78.5737 | (valid) loss 78.4366
[11/100] (train) loss 78.4364 | (valid) loss 78.2479
[12/100] (train) loss 78.2033 | (valid) loss 77.8706
[13/100] (train) loss 77.7965 | (valid) loss 77.2717
[14/100] (train) loss 77.0482 | (valid) loss 75.9332
[15/100] (train) loss 74.9247 | (valid) loss 71.4857
[16/100] (train) loss 71.2346 | (valid) loss 67.4910
[17/100] (train) loss 67.9380 | (valid) loss 64.8457
[18/100] (train) loss 65.9946 | (valid) loss 64.5304
[19/100] (train) loss 64.8609 | (valid) loss 64.4792
[20/100] (train) loss 64.0296 | (valid) loss 64.3338
[21/100] (train) loss 63.3449 | (valid) loss 63.9839
[22/100] (train) loss 62.7457 | (valid) loss 63.0268
[23/100] (train) loss 62.1601 | (valid) loss 61.4311
[24/100] (train) loss 61.5342 | (valid) loss 60.4955
[25/100] (train) loss 60.8816 | (valid) loss 60.0012
[26/100] (train) loss 55.6395 | (valid) loss 54.2649
[27/100] (train) loss 54.7382 | (valid) loss 53.5226
[28/100] (train) loss 54.1910 | (valid) loss 52.8955
[29/100] (train) loss 53.7350 | (valid) loss 52.3406
[30/100] (train) loss 53.3300 | (valid) loss 51.8853
[31/100] (train) loss 52.9570 | (valid) loss 51.5572
[32/100] (train) loss 52.6067 | (valid) loss 51.3372
[33/100] (train) loss 52.2785 | (valid) loss 51.2123
[34/100] (train) loss 51.9769 | (valid) loss 51.0519
[35/100] (train) loss 51.6992 | (valid) loss 50.8131
[36/100] (train) loss 51.4391 | (valid) loss 50.5649
[37/100] (train) loss 51.1887 | (valid) loss 50.3269
[38/100] (train) loss 50.9423 | (valid) loss 50.0876
[39/100] (train) loss 50.6981 | (valid) loss 49.8356
[40/100] (train) loss 50.4598 | (valid) loss 49.5739
[41/100] (train) loss 50.2303 | (valid) loss 49.2991
[42/100] (train) loss 50.0049 | (valid) loss 49.0077
[43/100] (train) loss 49.7825 | (valid) loss 48.7285
[44/100] (train) loss 49.5624 | (valid) loss 48.4916
[45/100] (train) loss 49.3418 | (valid) loss 48.3081
[46/100] (train) loss 49.1227 | (valid) loss 48.1585
[47/100] (train) loss 48.9108 | (valid) loss 47.9574
[48/100] (train) loss 48.7037 | (valid) loss 47.7343
[49/100] (train) loss 48.4976 | (valid) loss 47.5962
[50/100] (train) loss 48.3011 | (valid) loss 47.4746
[51/100] (train) loss 45.2866 | (valid) loss 44.5920
[52/100] (train) loss 44.8445 | (valid) loss 44.4535
[53/100] (train) loss 44.6269 | (valid) loss 44.3291
[54/100] (train) loss 44.4409 | (valid) loss 44.2136
[55/100] (train) loss 44.2715 | (valid) loss 44.1012
[56/100] (train) loss 44.1128 | (valid) loss 43.9890
[57/100] (train) loss 43.9619 | (valid) loss 43.8762
[58/100] (train) loss 43.8169 | (valid) loss 43.7631
[59/100] (train) loss 43.6770 | (valid) loss 43.6491
[60/100] (train) loss 43.5419 | (valid) loss 43.5339
[61/100] (train) loss 43.4111 | (valid) loss 43.4169
[62/100] (train) loss 43.2845 | (valid) loss 43.2976
[63/100] (train) loss 43.1621 | (valid) loss 43.1758
[64/100] (train) loss 43.0438 | (valid) loss 43.0519
[65/100] (train) loss 42.9292 | (valid) loss 42.9277
[66/100] (train) loss 42.8180 | (valid) loss 42.8063
[67/100] (train) loss 42.7117 | (valid) loss 42.6897
[68/100] (train) loss 42.6109 | (valid) loss 42.5769
[69/100] (train) loss 42.5149 | (valid) loss 42.4667
[70/100] (train) loss 42.4230 | (valid) loss 42.3592
[71/100] (train) loss 42.3348 | (valid) loss 42.2549
[72/100] (train) loss 42.2498 | (valid) loss 42.1540
[73/100] (train) loss 42.1675 | (valid) loss 42.0564
[74/100] (train) loss 42.0874 | (valid) loss 41.9622
[75/100] (train) loss 42.0087 | (valid) loss 41.8710
[76/100] (train) loss 40.5874 | (valid) loss 40.4681
[77/100] (train) loss 40.3740 | (valid) loss 40.3766
[78/100] (train) loss 40.2793 | (valid) loss 40.3138
[79/100] (train) loss 40.2012 | (valid) loss 40.2645
[80/100] (train) loss 40.1301 | (valid) loss 40.2239
[81/100] (train) loss 40.0634 | (valid) loss 40.1901
[82/100] (train) loss 39.9997 | (valid) loss 40.1618
[83/100] (train) loss 39.9384 | (valid) loss 40.1384
[84/100] (train) loss 39.8791 | (valid) loss 40.1191
[85/100] (train) loss 39.8214 | (valid) loss 40.1032
[86/100] (train) loss 39.7651 | (valid) loss 40.0897
[87/100] (train) loss 39.7100 | (valid) loss 40.0777
[88/100] (train) loss 39.6560 | (valid) loss 40.0662
[89/100] (train) loss 39.6031 | (valid) loss 40.0547
[90/100] (train) loss 39.5510 | (valid) loss 40.0428
[91/100] (train) loss 39.5000 | (valid) loss 40.0304
[92/100] (train) loss 39.4498 | (valid) loss 40.0173
[93/100] (train) loss 39.4007 | (valid) loss 40.0035
[94/100] (train) loss 39.3527 | (valid) loss 39.9887
[95/100] (train) loss 39.3057 | (valid) loss 39.9723
[96/100] (train) loss 39.2600 | (valid) loss 39.9538
[97/100] (train) loss 39.2154 | (valid) loss 39.9327
[98/100] (train) loss 39.1718 | (valid) loss 39.9095
[99/100] (train) loss 39.1292 | (valid) loss 39.8855
[100/100] (train) loss 39.0876 | (valid) loss 39.8621

Training Excution time with validation: 0 h 10 m 44.7249 s
