Namespace(ANNEAL=0.5, BATCH=32, EMBED=20, EMPTY_CUDA_MEMORY=False, ENC_METHOD='pe', FIX_STORY=50, LR=0.01, LS=False, PRINT_EVERY=1, ROOT='./data/QA_bAbI_tasks/en-valid-10k/', SAVE_BEST=True, SAVE_MODEL=True, SAVE_PATH='./saved_models/rnnlike/pe_te/task15.model', STEP=100, TASK=15, TEMPROAL=True, THRES=5, USE_CUDA=True, W_STYLE='rnnlike')
----------------------------------------
[1/100] (train) loss 47.0547 | (valid) loss 37.6380
[2/100] (train) loss 35.9353 | (valid) loss 32.1879
[3/100] (train) loss 31.5580 | (valid) loss 29.4317
[4/100] (train) loss 28.3881 | (valid) loss 25.3925
[5/100] (train) loss 8.6883 | (valid) loss 0.0712
[6/100] (train) loss 0.0453 | (valid) loss 0.0296
[7/100] (train) loss 0.0238 | (valid) loss 0.0192
[8/100] (train) loss 0.0165 | (valid) loss 0.0142
[9/100] (train) loss 0.0127 | (valid) loss 0.0113
[10/100] (train) loss 0.0103 | (valid) loss 0.0093
[11/100] (train) loss 0.0086 | (valid) loss 0.0080
[12/100] (train) loss 0.0074 | (valid) loss 0.0069
[13/100] (train) loss 0.0065 | (valid) loss 0.0061
[14/100] (train) loss 0.0058 | (valid) loss 0.0055
[15/100] (train) loss 0.0052 | (valid) loss 0.0050
[16/100] (train) loss 0.0048 | (valid) loss 0.0046
[17/100] (train) loss 0.0044 | (valid) loss 0.0042
[18/100] (train) loss 0.0040 | (valid) loss 0.0039
[19/100] (train) loss 0.0038 | (valid) loss 0.0036
[20/100] (train) loss 0.0035 | (valid) loss 0.0034
[21/100] (train) loss 0.0033 | (valid) loss 0.0032
[22/100] (train) loss 0.0031 | (valid) loss 0.0030
[23/100] (train) loss 0.0029 | (valid) loss 0.0028
[24/100] (train) loss 0.0028 | (valid) loss 0.0027
[25/100] (train) loss 0.0026 | (valid) loss 0.0025
[26/100] (train) loss 0.0025 | (valid) loss 0.0025
[27/100] (train) loss 0.0025 | (valid) loss 0.0024
[28/100] (train) loss 0.0024 | (valid) loss 0.0024
[29/100] (train) loss 0.0023 | (valid) loss 0.0023
[30/100] (train) loss 0.0023 | (valid) loss 0.0023
[31/100] (train) loss 0.0022 | (valid) loss 0.0022
[32/100] (train) loss 0.0022 | (valid) loss 0.0022
[33/100] (train) loss 0.0021 | (valid) loss 0.0021
[34/100] (train) loss 0.0021 | (valid) loss 0.0021
[35/100] (train) loss 0.0021 | (valid) loss 0.0020
[36/100] (train) loss 0.0020 | (valid) loss 0.0020
[37/100] (train) loss 0.0020 | (valid) loss 0.0020
[38/100] (train) loss 0.0019 | (valid) loss 0.0019
[39/100] (train) loss 0.0019 | (valid) loss 0.0019
[40/100] (train) loss 0.0019 | (valid) loss 0.0018
[41/100] (train) loss 0.0018 | (valid) loss 0.0018
[42/100] (train) loss 0.0018 | (valid) loss 0.0018
[43/100] (train) loss 0.0018 | (valid) loss 0.0018
[44/100] (train) loss 0.0017 | (valid) loss 0.0017
[45/100] (train) loss 0.0017 | (valid) loss 0.0017
[46/100] (train) loss 0.0017 | (valid) loss 0.0017
[47/100] (train) loss 0.0017 | (valid) loss 0.0016
[48/100] (train) loss 0.0016 | (valid) loss 0.0016
[49/100] (train) loss 0.0016 | (valid) loss 0.0016
[50/100] (train) loss 0.0016 | (valid) loss 0.0016
[51/100] (train) loss 0.0016 | (valid) loss 0.0015
[52/100] (train) loss 0.0015 | (valid) loss 0.0015
[53/100] (train) loss 0.0015 | (valid) loss 0.0015
[54/100] (train) loss 0.0015 | (valid) loss 0.0015
[55/100] (train) loss 0.0015 | (valid) loss 0.0015
[56/100] (train) loss 0.0015 | (valid) loss 0.0015
[57/100] (train) loss 0.0015 | (valid) loss 0.0015
[58/100] (train) loss 0.0015 | (valid) loss 0.0015
[59/100] (train) loss 0.0015 | (valid) loss 0.0015
[60/100] (train) loss 0.0015 | (valid) loss 0.0014
[61/100] (train) loss 0.0014 | (valid) loss 0.0014
[62/100] (train) loss 0.0014 | (valid) loss 0.0014
