Namespace(ANNEAL=0.5, BATCH=32, EMBED=20, EMPTY_CUDA_MEMORY=False, ENC_METHOD='pe', FIX_STORY=50, LR=0.01, LS=False, PRINT_EVERY=1, ROOT='./data/QA_bAbI_tasks/en-valid-10k/', SAVE_BEST=True, SAVE_MODEL=True, SAVE_PATH='./saved_models/rnnlike/pe_te/task20.model', STEP=100, TASK=20, TEMPROAL=True, THRES=5, USE_CUDA=True, W_STYLE='rnnlike')
----------------------------------------
[1/100] (train) loss 30.9928 | (valid) loss 11.5777
[2/100] (train) loss 8.5865 | (valid) loss 3.6259
[3/100] (train) loss 2.8806 | (valid) loss 1.6397
[4/100] (train) loss 1.3259 | (valid) loss 0.8826
[5/100] (train) loss 0.4658 | (valid) loss 0.1211
[6/100] (train) loss 0.1089 | (valid) loss 0.0231
[7/100] (train) loss 0.0188 | (valid) loss 0.0084
[8/100] (train) loss 0.0068 | (valid) loss 0.0047
[9/100] (train) loss 0.0043 | (valid) loss 0.0035
[10/100] (train) loss 0.0032 | (valid) loss 0.0027
[11/100] (train) loss 0.0026 | (valid) loss 0.0023
[12/100] (train) loss 0.0021 | (valid) loss 0.0019
[13/100] (train) loss 0.0018 | (valid) loss 0.0017
[14/100] (train) loss 0.0016 | (valid) loss 0.0015
[15/100] (train) loss 0.0014 | (valid) loss 0.0013
[16/100] (train) loss 0.0013 | (valid) loss 0.0012
[17/100] (train) loss 0.0012 | (valid) loss 0.0011
[18/100] (train) loss 0.0011 | (valid) loss 0.0010
[19/100] (train) loss 0.0010 | (valid) loss 0.0009
[20/100] (train) loss 0.0009 | (valid) loss 0.0008
[21/100] (train) loss 0.0008 | (valid) loss 0.0008
[22/100] (train) loss 0.0008 | (valid) loss 0.0007
[23/100] (train) loss 0.0007 | (valid) loss 0.0007
[24/100] (train) loss 0.0007 | (valid) loss 0.0007
[25/100] (train) loss 0.0006 | (valid) loss 0.0006
[26/100] (train) loss 0.0006 | (valid) loss 0.0006
[27/100] (train) loss 0.0006 | (valid) loss 0.0006
[28/100] (train) loss 0.0006 | (valid) loss 0.0006
[29/100] (train) loss 0.0006 | (valid) loss 0.0006
[30/100] (train) loss 0.0006 | (valid) loss 0.0005
[31/100] (train) loss 0.0005 | (valid) loss 0.0005
[32/100] (train) loss 0.0005 | (valid) loss 0.0005
[33/100] (train) loss 0.0005 | (valid) loss 0.0005
[34/100] (train) loss 0.0005 | (valid) loss 0.0005
[35/100] (train) loss 0.0005 | (valid) loss 0.0005
[36/100] (train) loss 0.0005 | (valid) loss 0.0005
[37/100] (train) loss 0.0005 | (valid) loss 0.0005
[38/100] (train) loss 0.0005 | (valid) loss 0.0005
[39/100] (train) loss 0.0005 | (valid) loss 0.0004
[40/100] (train) loss 0.0004 | (valid) loss 0.0004
[41/100] (train) loss 0.0004 | (valid) loss 0.0004
[42/100] (train) loss 0.0004 | (valid) loss 0.0004
[43/100] (train) loss 0.0004 | (valid) loss 0.0004
[44/100] (train) loss 0.0004 | (valid) loss 0.0004
[45/100] (train) loss 0.0004 | (valid) loss 0.0004
[46/100] (train) loss 0.0004 | (valid) loss 0.0004
[47/100] (train) loss 0.0004 | (valid) loss 0.0004
[48/100] (train) loss 0.0004 | (valid) loss 0.0004
[49/100] (train) loss 0.0004 | (valid) loss 0.0004
[50/100] (train) loss 0.0004 | (valid) loss 0.0004
[51/100] (train) loss 0.0004 | (valid) loss 0.0004
[52/100] (train) loss 0.0004 | (valid) loss 0.0004
[53/100] (train) loss 0.0004 | (valid) loss 0.0004
[54/100] (train) loss 0.0004 | (valid) loss 0.0004
[55/100] (train) loss 0.0004 | (valid) loss 0.0003
[56/100] (train) loss 0.0003 | (valid) loss 0.0003
[57/100] (train) loss 0.0003 | (valid) loss 0.0003
[58/100] (train) loss 0.0003 | (valid) loss 0.0003
[59/100] (train) loss 0.0003 | (valid) loss 0.0003
[60/100] (train) loss 0.0003 | (valid) loss 0.0003
[61/100] (train) loss 0.0003 | (valid) loss 0.0003
[62/100] (train) loss 0.0003 | (valid) loss 0.0003
[63/100] (train) loss 0.0003 | (valid) loss 0.0003
[64/100] (train) loss 0.0003 | (valid) loss 0.0003
[65/100] (train) loss 0.0003 | (valid) loss 0.0003
[66/100] (train) loss 0.0003 | (valid) loss 0.0003
[67/100] (train) loss 0.0003 | (valid) loss 0.0003
[68/100] (train) loss 0.0003 | (valid) loss 0.0003
[69/100] (train) loss 0.0003 | (valid) loss 0.0003
[70/100] (train) loss 0.0003 | (valid) loss 0.0003
[71/100] (train) loss 0.0003 | (valid) loss 0.0003
[72/100] (train) loss 0.0003 | (valid) loss 0.0003
[73/100] (train) loss 0.0003 | (valid) loss 0.0003
[74/100] (train) loss 0.0003 | (valid) loss 0.0003
[75/100] (train) loss 0.0003 | (valid) loss 0.0003
[76/100] (train) loss 0.0003 | (valid) loss 0.0003
[77/100] (train) loss 0.0003 | (valid) loss 0.0003
[78/100] (train) loss 0.0003 | (valid) loss 0.0003
[79/100] (train) loss 0.0003 | (valid) loss 0.0003
[80/100] (train) loss 0.0003 | (valid) loss 0.0003
[81/100] (train) loss 0.0003 | (valid) loss 0.0003
[82/100] (train) loss 0.0003 | (valid) loss 0.0003
[83/100] (train) loss 0.0003 | (valid) loss 0.0003
[84/100] (train) loss 0.0003 | (valid) loss 0.0003
[85/100] (train) loss 0.0003 | (valid) loss 0.0003
[86/100] (train) loss 0.0003 | (valid) loss 0.0003
[87/100] (train) loss 0.0003 | (valid) loss 0.0003
[88/100] (train) loss 0.0003 | (valid) loss 0.0003
[89/100] (train) loss 0.0003 | (valid) loss 0.0003
[90/100] (train) loss 0.0003 | (valid) loss 0.0003
[91/100] (train) loss 0.0003 | (valid) loss 0.0003
[92/100] (train) loss 0.0003 | (valid) loss 0.0003
[93/100] (train) loss 0.0003 | (valid) loss 0.0003
[94/100] (train) loss 0.0003 | (valid) loss 0.0003
[95/100] (train) loss 0.0003 | (valid) loss 0.0003
[96/100] (train) loss 0.0003 | (valid) loss 0.0003
[97/100] (train) loss 0.0003 | (valid) loss 0.0003
[98/100] (train) loss 0.0003 | (valid) loss 0.0003
[99/100] (train) loss 0.0003 | (valid) loss 0.0003
[100/100] (train) loss 0.0003 | (valid) loss 0.0003

Training Excution time with validation: 0 h 8 m 56.5678 s
