Namespace(ANNEAL=0.5, BATCH=32, EMBED=20, EMPTY_CUDA_MEMORY=False, ENC_METHOD='pe', FIX_STORY=50, LR=0.01, LS=False, PRINT_EVERY=1, ROOT='./data/QA_bAbI_tasks/en-valid-10k/', SAVE_BEST=True, SAVE_MODEL=True, SAVE_PATH='./saved_models/rnnlike/pe_te/task8.model', STEP=100, TASK=8, TEMPROAL=True, THRES=5, USE_CUDA=True, W_STYLE='rnnlike')
----------------------------------------
[1/100] (train) loss 55.1803 | (valid) loss 41.7796
[2/100] (train) loss 36.9943 | (valid) loss 28.6602
[3/100] (train) loss 26.2825 | (valid) loss 19.3026
[4/100] (train) loss 18.3185 | (valid) loss 14.7733
[5/100] (train) loss 14.5074 | (valid) loss 12.0804
[6/100] (train) loss 11.9526 | (valid) loss 9.6319
[7/100] (train) loss 9.9466 | (valid) loss 8.2162
[8/100] (train) loss 8.4789 | (valid) loss 6.7888
[9/100] (train) loss 7.3368 | (valid) loss 5.9479
[10/100] (train) loss 6.6741 | (valid) loss 5.3580
[11/100] (train) loss 5.8072 | (valid) loss 5.0241
[12/100] (train) loss 5.4315 | (valid) loss 5.1236
[13/100] (train) loss 5.1083 | (valid) loss 4.3189
[14/100] (train) loss 4.8929 | (valid) loss 4.6294
[15/100] (train) loss 4.2382 | (valid) loss 4.2585
[16/100] (train) loss 4.1683 | (valid) loss 3.7607
[17/100] (train) loss 4.1170 | (valid) loss 3.7626
[18/100] (train) loss 4.2030 | (valid) loss 3.0779
[19/100] (train) loss 3.6537 | (valid) loss 3.1741
[20/100] (train) loss 3.5930 | (valid) loss 2.5089
[21/100] (train) loss 3.0219 | (valid) loss 2.7827
[22/100] (train) loss 3.1665 | (valid) loss 2.3560
[23/100] (train) loss 3.1971 | (valid) loss 3.0054
EARLY BREAK: valid loss goes over the patient number 5

Training Excution time with validation: 0 h 1 m 57.9850 s
