Namespace(ANNEAL=0.5, BATCH=32, EMBED=20, EMPTY_CUDA_MEMORY=False, ENC_METHOD='pe', FIX_STORY=50, LR=0.01, LS=False, PRINT_EVERY=1, ROOT='./data/QA_bAbI_tasks/en-valid-10k/', SAVE_BEST=True, SAVE_MODEL=True, SAVE_PATH='./saved_models/rnnlike/pe_te/task13.model', STEP=100, TASK=13, TEMPROAL=True, THRES=5, USE_CUDA=True, W_STYLE='rnnlike')
----------------------------------------
[1/100] (train) loss 52.4173 | (valid) loss 15.8173
[2/100] (train) loss 10.4796 | (valid) loss 10.3406
[3/100] (train) loss 9.1052 | (valid) loss 9.6446
[4/100] (train) loss 8.5746 | (valid) loss 9.2824
[5/100] (train) loss 8.2657 | (valid) loss 8.9871
[6/100] (train) loss 8.0731 | (valid) loss 8.7497
[7/100] (train) loss 7.9355 | (valid) loss 8.5686
[8/100] (train) loss 7.8285 | (valid) loss 8.4329
[9/100] (train) loss 7.7418 | (valid) loss 8.3289
[10/100] (train) loss 7.6692 | (valid) loss 8.2443
[11/100] (train) loss 7.6065 | (valid) loss 8.1699
[12/100] (train) loss 7.5510 | (valid) loss 8.1028
[13/100] (train) loss 7.5008 | (valid) loss 8.0439
[14/100] (train) loss 7.4538 | (valid) loss 7.9933
[15/100] (train) loss 7.4084 | (valid) loss 7.9497
[16/100] (train) loss 7.3640 | (valid) loss 7.9123
[17/100] (train) loss 7.3205 | (valid) loss 7.8836
[18/100] (train) loss 7.2779 | (valid) loss 7.8671
[19/100] (train) loss 7.2361 | (valid) loss 7.8628
[20/100] (train) loss 7.1950 | (valid) loss 7.8655
[21/100] (train) loss 7.1539 | (valid) loss 7.8679
[22/100] (train) loss 7.1118 | (valid) loss 7.8643
[23/100] (train) loss 7.0685 | (valid) loss 7.8525
[24/100] (train) loss 7.0240 | (valid) loss 7.8299
[25/100] (train) loss 6.9792 | (valid) loss 7.7906
[26/100] (train) loss 6.4210 | (valid) loss 6.5852
[27/100] (train) loss 6.3193 | (valid) loss 6.5850
[28/100] (train) loss 6.2750 | (valid) loss 6.5842
[29/100] (train) loss 6.2392 | (valid) loss 6.5767
[30/100] (train) loss 6.2068 | (valid) loss 6.5623
[31/100] (train) loss 6.1758 | (valid) loss 6.5424
[32/100] (train) loss 6.1446 | (valid) loss 6.5187
[33/100] (train) loss 6.1128 | (valid) loss 6.4926
[34/100] (train) loss 6.0802 | (valid) loss 6.4658
[35/100] (train) loss 6.0467 | (valid) loss 6.4410
