Namespace(ANNEAL=0.5, BATCH=32, EMBED=20, EMPTY_CUDA_MEMORY=False, ENC_METHOD='pe', FIX_STORY=50, LR=0.01, LS=False, PRINT_EVERY=1, ROOT='./data/QA_bAbI_tasks/en-valid-10k/', SAVE_BEST=True, SAVE_MODEL=True, SAVE_PATH='./saved_models/rnnlike/pe_te/task6.model', STEP=100, TASK=6, TEMPROAL=True, THRES=5, USE_CUDA=True, W_STYLE='rnnlike')
----------------------------------------
[1/100] (train) loss 25.8935 | (valid) loss 22.5035
[2/100] (train) loss 22.7643 | (valid) loss 22.3567
[3/100] (train) loss 22.5768 | (valid) loss 22.2987
[4/100] (train) loss 22.4917 | (valid) loss 22.2639
[5/100] (train) loss 22.4399 | (valid) loss 22.2400
[6/100] (train) loss 22.4043 | (valid) loss 22.2223
[7/100] (train) loss 22.3780 | (valid) loss 22.2084
[8/100] (train) loss 22.3574 | (valid) loss 22.1971
[9/100] (train) loss 22.3406 | (valid) loss 22.1875
[10/100] (train) loss 22.3264 | (valid) loss 22.1792
[11/100] (train) loss 22.3142 | (valid) loss 22.1718
[12/100] (train) loss 22.3034 | (valid) loss 22.1650
[13/100] (train) loss 22.2936 | (valid) loss 22.1588
[14/100] (train) loss 22.2847 | (valid) loss 22.1528
[15/100] (train) loss 22.2764 | (valid) loss 22.1471
[16/100] (train) loss 22.2687 | (valid) loss 22.1416
[17/100] (train) loss 22.2614 | (valid) loss 22.1363
[18/100] (train) loss 22.2544 | (valid) loss 22.1311
[19/100] (train) loss 22.2478 | (valid) loss 22.1262
[20/100] (train) loss 22.2415 | (valid) loss 22.1215
[21/100] (train) loss 22.2353 | (valid) loss 22.1168
[22/100] (train) loss 22.2292 | (valid) loss 22.1119
[23/100] (train) loss 22.2228 | (valid) loss 22.1064
[24/100] (train) loss 22.2158 | (valid) loss 22.0996
[25/100] (train) loss 22.2071 | (valid) loss 22.0896
[26/100] (train) loss 22.1232 | (valid) loss 22.0541
[27/100] (train) loss 22.1087 | (valid) loss 22.0339
[28/100] (train) loss 22.0822 | (valid) loss 21.9860
[29/100] (train) loss 21.9966 | (valid) loss 21.8304
[30/100] (train) loss 21.7113 | (valid) loss 21.2730
[31/100] (train) loss 21.2562 | (valid) loss 20.7893
[32/100] (train) loss 20.8279 | (valid) loss 20.4383
[33/100] (train) loss 20.5386 | (valid) loss 20.1850
[34/100] (train) loss 20.3380 | (valid) loss 19.9962
[35/100] (train) loss 20.1893 | (valid) loss 19.8586
[36/100] (train) loss 20.0725 | (valid) loss 19.7392
[37/100] (train) loss 19.9655 | (valid) loss 19.6119
[38/100] (train) loss 19.8312 | (valid) loss 19.4660
[39/100] (train) loss 19.5734 | (valid) loss 19.4720
[40/100] (train) loss 19.0088 | (valid) loss 19.3326
[41/100] (train) loss 18.1813 | (valid) loss 18.4470
[42/100] (train) loss 17.3299 | (valid) loss 17.1516
[43/100] (train) loss 16.6534 | (valid) loss 16.3288
[44/100] (train) loss 16.1391 | (valid) loss 15.7618
[45/100] (train) loss 15.6139 | (valid) loss 15.0295
[46/100] (train) loss 14.8207 | (valid) loss 13.8236
[47/100] (train) loss 13.8090 | (valid) loss 12.4516
[48/100] (train) loss 12.2772 | (valid) loss 10.1839
[49/100] (train) loss 10.0899 | (valid) loss 8.1555
[50/100] (train) loss 8.3281 | (valid) loss 6.8847
[51/100] (train) loss 6.0612 | (valid) loss 5.0680
[52/100] (train) loss 5.5391 | (valid) loss 4.7212
[53/100] (train) loss 5.2031 | (valid) loss 4.4936
[54/100] (train) loss 4.9448 | (valid) loss 4.3201
[55/100] (train) loss 4.7354 | (valid) loss 4.1686
[56/100] (train) loss 4.5592 | (valid) loss 4.0371
[57/100] (train) loss 4.3979 | (valid) loss 3.9280
[58/100] (train) loss 4.2420 | (valid) loss 3.8362
[59/100] (train) loss 4.0974 | (valid) loss 3.7597
[60/100] (train) loss 3.9628 | (valid) loss 3.6800
[61/100] (train) loss 3.8333 | (valid) loss 3.6061
[62/100] (train) loss 3.7147 | (valid) loss 3.5606
[63/100] (train) loss 3.5946 | (valid) loss 3.5039
[64/100] (train) loss 3.4842 | (valid) loss 3.4753
[65/100] (train) loss 3.3846 | (valid) loss 3.4830
[66/100] (train) loss 3.2970 | (valid) loss 3.4945
[67/100] (train) loss 3.2200 | (valid) loss 3.5090
[68/100] (train) loss 3.1573 | (valid) loss 3.5167
[69/100] (train) loss 3.0725 | (valid) loss 3.5044
EARLY BREAK: valid loss goes over the patient number 5

Training Excution time with validation: 0 h 5 m 52.4139 s
