Namespace(ANNEAL=0.5, BATCH=32, EMBED=20, EMPTY_CUDA_MEMORY=False, ENC_METHOD='pe', FIX_STORY=50, LR=0.01, LS=False, PRINT_EVERY=1, ROOT='./data/QA_bAbI_tasks/en-valid-10k/', SAVE_BEST=True, SAVE_MODEL=True, SAVE_PATH='./saved_models/rnnlike/pe_te/task14.model', STEP=100, TASK=14, TEMPROAL=True, THRES=5, USE_CUDA=True, W_STYLE='rnnlike')
----------------------------------------
[1/100] (train) loss 60.8706 | (valid) loss 56.9782
[2/100] (train) loss 52.9373 | (valid) loss 46.6325
[3/100] (train) loss 44.3829 | (valid) loss 37.2243
[4/100] (train) loss 27.8259 | (valid) loss 21.1937
[5/100] (train) loss 18.8060 | (valid) loss 20.9955
[6/100] (train) loss 16.5679 | (valid) loss 17.8287
[7/100] (train) loss 14.8905 | (valid) loss 15.0029
[8/100] (train) loss 12.7250 | (valid) loss 11.1972
[9/100] (train) loss 10.1092 | (valid) loss 7.5984
[10/100] (train) loss 7.9525 | (valid) loss 5.8313
[11/100] (train) loss 6.3808 | (valid) loss 4.6194
[12/100] (train) loss 5.0475 | (valid) loss 3.8613
[13/100] (train) loss 4.3230 | (valid) loss 2.9358
[14/100] (train) loss 3.6916 | (valid) loss 3.6787
[15/100] (train) loss 2.8643 | (valid) loss 2.2188
[16/100] (train) loss 2.5125 | (valid) loss 1.9187
[17/100] (train) loss 2.5802 | (valid) loss 3.7067
[18/100] (train) loss 2.1686 | (valid) loss 1.4605
[19/100] (train) loss 1.7703 | (valid) loss 1.2342
[20/100] (train) loss 1.6345 | (valid) loss 1.2015
[21/100] (train) loss 1.4253 | (valid) loss 1.2692
[22/100] (train) loss 1.3673 | (valid) loss 1.2551
[23/100] (train) loss 1.3429 | (valid) loss 0.9956
[24/100] (train) loss 1.2392 | (valid) loss 0.6432
[25/100] (train) loss 1.0483 | (valid) loss 0.8843
[26/100] (train) loss 0.2741 | (valid) loss 0.1116
[27/100] (train) loss 0.1172 | (valid) loss 0.0678
[28/100] (train) loss 0.0561 | (valid) loss 0.0467
[29/100] (train) loss 0.0449 | (valid) loss 0.0409
[30/100] (train) loss 0.0398 | (valid) loss 0.0368
[31/100] (train) loss 0.0361 | (valid) loss 0.0337
[32/100] (train) loss 0.0333 | (valid) loss 0.0312
[33/100] (train) loss 0.0309 | (valid) loss 0.0290
[34/100] (train) loss 0.0290 | (valid) loss 0.0272
[35/100] (train) loss 0.0273 | (valid) loss 0.0256
[36/100] (train) loss 0.0258 | (valid) loss 0.0242
[37/100] (train) loss 0.0245 | (valid) loss 0.0229
[38/100] (train) loss 0.0233 | (valid) loss 0.0218
[39/100] (train) loss 0.0222 | (valid) loss 0.0208
[40/100] (train) loss 0.0213 | (valid) loss 0.0199
[41/100] (train) loss 0.0204 | (valid) loss 0.0191
[42/100] (train) loss 0.0196 | (valid) loss 0.0184
[43/100] (train) loss 0.0189 | (valid) loss 0.0177
[44/100] (train) loss 0.0182 | (valid) loss 0.0171
[45/100] (train) loss 0.0176 | (valid) loss 0.0165
[46/100] (train) loss 0.0170 | (valid) loss 0.0160
[47/100] (train) loss 0.0165 | (valid) loss 0.0155
[48/100] (train) loss 0.0160 | (valid) loss 0.0150
[49/100] (train) loss 0.0155 | (valid) loss 0.0146
[50/100] (train) loss 0.0151 | (valid) loss 0.0142
[51/100] (train) loss 0.0144 | (valid) loss 0.0137
[52/100] (train) loss 0.0141 | (valid) loss 0.0135
[53/100] (train) loss 0.0139 | (valid) loss 0.0133
[54/100] (train) loss 0.0137 | (valid) loss 0.0132
[55/100] (train) loss 0.0135 | (valid) loss 0.0130
[56/100] (train) loss 0.0134 | (valid) loss 0.0128
[57/100] (train) loss 0.0132 | (valid) loss 0.0127
[58/100] (train) loss 0.0130 | (valid) loss 0.0125
[59/100] (train) loss 0.0129 | (valid) loss 0.0124
[60/100] (train) loss 0.0127 | (valid) loss 0.0122
[61/100] (train) loss 0.0126 | (valid) loss 0.0121
[62/100] (train) loss 0.0124 | (valid) loss 0.0119
[63/100] (train) loss 0.0123 | (valid) loss 0.0118
[64/100] (train) loss 0.0121 | (valid) loss 0.0117
[65/100] (train) loss 0.0120 | (valid) loss 0.0116
[66/100] (train) loss 0.0119 | (valid) loss 0.0114
[67/100] (train) loss 0.0117 | (valid) loss 0.0113
[68/100] (train) loss 0.0116 | (valid) loss 0.0112
[69/100] (train) loss 0.0115 | (valid) loss 0.0111
[70/100] (train) loss 0.0114 | (valid) loss 0.0110
[71/100] (train) loss 0.0113 | (valid) loss 0.0109
[72/100] (train) loss 0.0111 | (valid) loss 0.0107
[73/100] (train) loss 0.0110 | (valid) loss 0.0106
[74/100] (train) loss 0.0109 | (valid) loss 0.0105
[75/100] (train) loss 0.0108 | (valid) loss 0.0104
[76/100] (train) loss 0.0106 | (valid) loss 0.0104
[77/100] (train) loss 0.0105 | (valid) loss 0.0103
[78/100] (train) loss 0.0105 | (valid) loss 0.0103
[79/100] (train) loss 0.0104 | (valid) loss 0.0102
[80/100] (train) loss 0.0104 | (valid) loss 0.0102
[81/100] (train) loss 0.0103 | (valid) loss 0.0101
[82/100] (train) loss 0.0103 | (valid) loss 0.0101
[83/100] (train) loss 0.0102 | (valid) loss 0.0100
[84/100] (train) loss 0.0102 | (valid) loss 0.0100
[85/100] (train) loss 0.0101 | (valid) loss 0.0099
[86/100] (train) loss 0.0101 | (valid) loss 0.0099
[87/100] (train) loss 0.0100 | (valid) loss 0.0098
[88/100] (train) loss 0.0100 | (valid) loss 0.0098
[89/100] (train) loss 0.0099 | (valid) loss 0.0097
[90/100] (train) loss 0.0099 | (valid) loss 0.0097
[91/100] (train) loss 0.0098 | (valid) loss 0.0097
[92/100] (train) loss 0.0098 | (valid) loss 0.0096
[93/100] (train) loss 0.0098 | (valid) loss 0.0096
[94/100] (train) loss 0.0097 | (valid) loss 0.0095
