Namespace(ANNEAL=0.5, BATCH=32, EMBED=20, EMPTY_CUDA_MEMORY=False, ENC_METHOD='pe', FIX_STORY=50, LR=0.01, LS=False, PRINT_EVERY=1, ROOT='./data/QA_bAbI_tasks/en-valid-10k/', SAVE_BEST=True, SAVE_MODEL=True, SAVE_PATH='./saved_models/rnnlike/pe_te/task4.model', STEP=100, TASK=4, TEMPROAL=True, THRES=5, USE_CUDA=True, W_STYLE='rnnlike')
----------------------------------------
[1/100] (train) loss 47.2087 | (valid) loss 26.4272
[2/100] (train) loss 19.6652 | (valid) loss 15.3051
[3/100] (train) loss 13.9168 | (valid) loss 12.2525
[4/100] (train) loss 7.1361 | (valid) loss 0.2146
[5/100] (train) loss 0.0925 | (valid) loss 0.0455
[6/100] (train) loss 0.0340 | (valid) loss 0.0248
[7/100] (train) loss 0.0206 | (valid) loss 0.0167
[8/100] (train) loss 0.0146 | (valid) loss 0.0125
[9/100] (train) loss 0.0112 | (valid) loss 0.0099
[10/100] (train) loss 0.0090 | (valid) loss 0.0081
[11/100] (train) loss 0.0076 | (valid) loss 0.0069
[12/100] (train) loss 0.0065 | (valid) loss 0.0060
[13/100] (train) loss 0.0056 | (valid) loss 0.0053
[14/100] (train) loss 0.0050 | (valid) loss 0.0047
[15/100] (train) loss 0.0045 | (valid) loss 0.0042
[16/100] (train) loss 0.0041 | (valid) loss 0.0038
[17/100] (train) loss 0.0037 | (valid) loss 0.0035
[18/100] (train) loss 0.0034 | (valid) loss 0.0032
[19/100] (train) loss 0.0031 | (valid) loss 0.0030
[20/100] (train) loss 0.0029 | (valid) loss 0.0028
[21/100] (train) loss 0.0027 | (valid) loss 0.0026
[22/100] (train) loss 0.0025 | (valid) loss 0.0025
[23/100] (train) loss 0.0024 | (valid) loss 0.0023
[24/100] (train) loss 0.0023 | (valid) loss 0.0022
[25/100] (train) loss 0.0021 | (valid) loss 0.0021
[26/100] (train) loss 0.0020 | (valid) loss 0.0020
[27/100] (train) loss 0.0020 | (valid) loss 0.0020
[28/100] (train) loss 0.0019 | (valid) loss 0.0019
[29/100] (train) loss 0.0019 | (valid) loss 0.0019
[30/100] (train) loss 0.0019 | (valid) loss 0.0018
[31/100] (train) loss 0.0018 | (valid) loss 0.0018
[32/100] (train) loss 0.0018 | (valid) loss 0.0017
[33/100] (train) loss 0.0017 | (valid) loss 0.0017
[34/100] (train) loss 0.0017 | (valid) loss 0.0017
[35/100] (train) loss 0.0017 | (valid) loss 0.0016
[36/100] (train) loss 0.0016 | (valid) loss 0.0016
[37/100] (train) loss 0.0016 | (valid) loss 0.0016
[38/100] (train) loss 0.0016 | (valid) loss 0.0015
[39/100] (train) loss 0.0015 | (valid) loss 0.0015
[40/100] (train) loss 0.0015 | (valid) loss 0.0015
[41/100] (train) loss 0.0015 | (valid) loss 0.0014
[42/100] (train) loss 0.0014 | (valid) loss 0.0014
[43/100] (train) loss 0.0014 | (valid) loss 0.0014
[44/100] (train) loss 0.0014 | (valid) loss 0.0014
[45/100] (train) loss 0.0014 | (valid) loss 0.0013
[46/100] (train) loss 0.0013 | (valid) loss 0.0013
[47/100] (train) loss 0.0013 | (valid) loss 0.0013
[48/100] (train) loss 0.0013 | (valid) loss 0.0013
