Namespace(ANNEAL=0.5, BATCH=32, EMBED=20, EMPTY_CUDA_MEMORY=False, ENC_METHOD='pe', FIX_STORY=50, LR=0.01, LS=False, PRINT_EVERY=1, ROOT='./data/QA_bAbI_tasks/en-valid-10k/', SAVE_BEST=True, SAVE_MODEL=True, SAVE_PATH='./saved_models/rnnlike/pe_te/task11.model', STEP=100, TASK=11, TEMPROAL=True, THRES=5, USE_CUDA=True, W_STYLE='rnnlike')
----------------------------------------
[1/100] (train) loss 51.4949 | (valid) loss 26.9487
[2/100] (train) loss 16.8749 | (valid) loss 11.7622
[3/100] (train) loss 11.8634 | (valid) loss 10.7839
[4/100] (train) loss 11.2237 | (valid) loss 10.3515
[5/100] (train) loss 10.9515 | (valid) loss 10.1423
[6/100] (train) loss 10.7958 | (valid) loss 10.0282
[7/100] (train) loss 10.6760 | (valid) loss 9.9538
[8/100] (train) loss 10.5732 | (valid) loss 9.8913
[9/100] (train) loss 10.4745 | (valid) loss 9.8299
[10/100] (train) loss 10.3725 | (valid) loss 9.7641
[11/100] (train) loss 10.2513 | (valid) loss 9.6750
[12/100] (train) loss 10.0501 | (valid) loss 9.3762
[13/100] (train) loss 9.3213 | (valid) loss 7.5986
[14/100] (train) loss 4.3159 | (valid) loss 0.4820
[15/100] (train) loss 0.1810 | (valid) loss 0.0751
[16/100] (train) loss 0.0587 | (valid) loss 0.0445
[17/100] (train) loss 0.0380 | (valid) loss 0.0315
[18/100] (train) loss 0.0281 | (valid) loss 0.0244
[19/100] (train) loss 0.0224 | (valid) loss 0.0200
[20/100] (train) loss 0.0186 | (valid) loss 0.0169
[21/100] (train) loss 0.0159 | (valid) loss 0.0146
[22/100] (train) loss 0.0138 | (valid) loss 0.0129
[23/100] (train) loss 0.0123 | (valid) loss 0.0115
[24/100] (train) loss 0.0110 | (valid) loss 0.0104
[25/100] (train) loss 0.0100 | (valid) loss 0.0095
[26/100] (train) loss 0.0093 | (valid) loss 0.0091
[27/100] (train) loss 0.0089 | (valid) loss 0.0087
[28/100] (train) loss 0.0086 | (valid) loss 0.0084
[29/100] (train) loss 0.0083 | (valid) loss 0.0081
[30/100] (train) loss 0.0079 | (valid) loss 0.0078
[31/100] (train) loss 0.0077 | (valid) loss 0.0075
[32/100] (train) loss 0.0074 | (valid) loss 0.0073
[33/100] (train) loss 0.0071 | (valid) loss 0.0070
[34/100] (train) loss 0.0069 | (valid) loss 0.0068
[35/100] (train) loss 0.0067 | (valid) loss 0.0066
[36/100] (train) loss 0.0065 | (valid) loss 0.0064
[37/100] (train) loss 0.0063 | (valid) loss 0.0062
[38/100] (train) loss 0.0061 | (valid) loss 0.0060
[39/100] (train) loss 0.0059 | (valid) loss 0.0059
[40/100] (train) loss 0.0058 | (valid) loss 0.0057
[41/100] (train) loss 0.0056 | (valid) loss 0.0055
[42/100] (train) loss 0.0055 | (valid) loss 0.0054
[43/100] (train) loss 0.0053 | (valid) loss 0.0053
[44/100] (train) loss 0.0052 | (valid) loss 0.0051
[45/100] (train) loss 0.0051 | (valid) loss 0.0050
[46/100] (train) loss 0.0050 | (valid) loss 0.0049
[47/100] (train) loss 0.0049 | (valid) loss 0.0048
[48/100] (train) loss 0.0047 | (valid) loss 0.0047
[49/100] (train) loss 0.0046 | (valid) loss 0.0046
[50/100] (train) loss 0.0045 | (valid) loss 0.0045
[51/100] (train) loss 0.0045 | (valid) loss 0.0044
[52/100] (train) loss 0.0044 | (valid) loss 0.0044
[53/100] (train) loss 0.0044 | (valid) loss 0.0043
[54/100] (train) loss 0.0043 | (valid) loss 0.0043
[55/100] (train) loss 0.0043 | (valid) loss 0.0043
[56/100] (train) loss 0.0042 | (valid) loss 0.0042
[57/100] (train) loss 0.0042 | (valid) loss 0.0042
[58/100] (train) loss 0.0042 | (valid) loss 0.0041
[59/100] (train) loss 0.0041 | (valid) loss 0.0041
[60/100] (train) loss 0.0041 | (valid) loss 0.0040
[61/100] (train) loss 0.0040 | (valid) loss 0.0040
[62/100] (train) loss 0.0040 | (valid) loss 0.0040
[63/100] (train) loss 0.0040 | (valid) loss 0.0039
[64/100] (train) loss 0.0039 | (valid) loss 0.0039
[65/100] (train) loss 0.0039 | (valid) loss 0.0039
[66/100] (train) loss 0.0038 | (valid) loss 0.0038
[67/100] (train) loss 0.0038 | (valid) loss 0.0038
[68/100] (train) loss 0.0038 | (valid) loss 0.0038
[69/100] (train) loss 0.0037 | (valid) loss 0.0037
[70/100] (train) loss 0.0037 | (valid) loss 0.0037
[71/100] (train) loss 0.0037 | (valid) loss 0.0037
[72/100] (train) loss 0.0036 | (valid) loss 0.0036
[73/100] (train) loss 0.0036 | (valid) loss 0.0036
[74/100] (train) loss 0.0036 | (valid) loss 0.0036
[75/100] (train) loss 0.0035 | (valid) loss 0.0035
[76/100] (train) loss 0.0035 | (valid) loss 0.0035
[77/100] (train) loss 0.0035 | (valid) loss 0.0035
[78/100] (train) loss 0.0035 | (valid) loss 0.0035
[79/100] (train) loss 0.0035 | (valid) loss 0.0035
[80/100] (train) loss 0.0035 | (valid) loss 0.0035
[81/100] (train) loss 0.0034 | (valid) loss 0.0034
[82/100] (train) loss 0.0034 | (valid) loss 0.0034
[83/100] (train) loss 0.0034 | (valid) loss 0.0034
[84/100] (train) loss 0.0034 | (valid) loss 0.0034
[85/100] (train) loss 0.0034 | (valid) loss 0.0034
[86/100] (train) loss 0.0034 | (valid) loss 0.0034
[87/100] (train) loss 0.0034 | (valid) loss 0.0034
[88/100] (train) loss 0.0034 | (valid) loss 0.0033
[89/100] (train) loss 0.0033 | (valid) loss 0.0033
[90/100] (train) loss 0.0033 | (valid) loss 0.0033
[91/100] (train) loss 0.0033 | (valid) loss 0.0033
[92/100] (train) loss 0.0033 | (valid) loss 0.0033
[93/100] (train) loss 0.0033 | (valid) loss 0.0033
[94/100] (train) loss 0.0033 | (valid) loss 0.0033
[95/100] (train) loss 0.0033 | (valid) loss 0.0033
[96/100] (train) loss 0.0032 | (valid) loss 0.0032
[97/100] (train) loss 0.0032 | (valid) loss 0.0032
[98/100] (train) loss 0.0032 | (valid) loss 0.0032
[99/100] (train) loss 0.0032 | (valid) loss 0.0032
[100/100] (train) loss 0.0032 | (valid) loss 0.0032

Training Excution time with validation: 0 h 10 m 25.4781 s
