Namespace(ANNEAL=0.5, BATCH=32, EMBED=20, EMPTY_CUDA_MEMORY=False, ENC_METHOD='bow', FIX_STORY=50, LR=0.01, LS=False, PRINT_EVERY=1, ROOT='./data/QA_bAbI_tasks/en-valid-10k/', SAVE_BEST=True, SAVE_MODEL=True, SAVE_PATH='./saved_models/adjacent/bow/task20.model', STEP=100, TASK=20, TEMPROAL=False, THRES=5, USE_CUDA=True, W_STYLE='adjacent')
----------------------------------------
[1/100] (train) loss 12.5267 | (valid) loss 0.2331
[2/100] (train) loss 0.1050 | (valid) loss 0.0546
[3/100] (train) loss 0.0402 | (valid) loss 0.0301
[4/100] (train) loss 0.0248 | (valid) loss 0.0205
[5/100] (train) loss 0.0178 | (valid) loss 0.0154
[6/100] (train) loss 0.0138 | (valid) loss 0.0123
[7/100] (train) loss 0.0112 | (valid) loss 0.0102
[8/100] (train) loss 0.0094 | (valid) loss 0.0087
[9/100] (train) loss 0.0081 | (valid) loss 0.0076
[10/100] (train) loss 0.0071 | (valid) loss 0.0067
[11/100] (train) loss 0.0063 | (valid) loss 0.0060
[12/100] (train) loss 0.0057 | (valid) loss 0.0054
[13/100] (train) loss 0.0052 | (valid) loss 0.0049
[14/100] (train) loss 0.0047 | (valid) loss 0.0045
[15/100] (train) loss 0.0044 | (valid) loss 0.0042
[16/100] (train) loss 0.0040 | (valid) loss 0.0039
[17/100] (train) loss 0.0038 | (valid) loss 0.0036
[18/100] (train) loss 0.0035 | (valid) loss 0.0034
[19/100] (train) loss 0.0033 | (valid) loss 0.0032
[20/100] (train) loss 0.0031 | (valid) loss 0.0030
[21/100] (train) loss 0.0029 | (valid) loss 0.0029
[22/100] (train) loss 0.0028 | (valid) loss 0.0027
[23/100] (train) loss 0.0027 | (valid) loss 0.0026
[24/100] (train) loss 0.0025 | (valid) loss 0.0025
[25/100] (train) loss 0.0024 | (valid) loss 0.0024
[26/100] (train) loss 0.0023 | (valid) loss 0.0023
